crime_id,data_ocorrencia,tipo_crime,municipio,estado,latitude,longitude
CR00278,2023-03-16 22:07:00,Lesão Corporal,Campos dos Goytacazes,RJ,-21.788586,-41.235229
CR00279,2023-03-16 22:50:00,Ameaça,Niterói,RJ,-22.892489,-43.112076
CR00280,2023-03-16 11:11:00,Dano ao Patrimônio,Rio de Janeiro,RJ,-22.943258,-43.139923
CR00281,2023-03-17 18:54:00,Roubo,Rio de Janeiro,RJ,-22.917637,-43.21006
CR00282,2023-03-23 14:31:00,Perturbação da Paz,Rio de Janeiro,RJ,-22.910138,-43.1905
CR00283,2023-03-19 14:30:00,Ameaça,Angra dos Reis,RJ,-23.033285,-44.303676
CR00284,2023-03-20 09:43:00,Dano ao Patrimônio,Duque de Caxias,RJ,-22.773998,-43.218669
CR00285,2023-03-22 21:16:00,Ameaça,Niterói,RJ,-22.896822,-43.083304
CR00286,2023-03-24 19:54:00,Ameaça,Nova Iguaçu,RJ,-22.763768,-43.359116
CR00287,2023-03-21 11:26:00,Dano ao Patrimônio,Duque de Caxias,RJ,-22.747082,-43.340684
CR00288,2023-03-23 13:37:00,Injúria,Rio de Janeiro,RJ,-22.90519,-43.224356
CR00289,2023-03-22 09:35:00,Dano ao Patrimônio,Niterói,RJ,-22.879421,-43.058698
CR00290,2023-03-19 18:13:00,Vias de Fato,Duque de Caxias,RJ,-22.792112,-43.22786
CR00291,2023-03-24 08:16:00,Roubo,Volta Redonda,RJ,-22.505001,-44.082367
CR00292,2023-03-24 18:10:00,Dano ao Patrimônio,Campos dos Goytacazes,RJ,-21.786879,-41.289278
CR00293,2023-03-24 08:23:00,Lesão Corporal,Niterói,RJ,-22.908452,-43.104607
CR00294,2023-03-24 17:08:00,Furto,Duque de Caxias,RJ,-22.82976,-43.298788
CR00295,2023-03-19 19:12:00,Ameaça,Belford Roxo,RJ,-22.787052,-43.424184
CR00296,2023-03-20 08:13:00,Ameaça,Rio de Janeiro,RJ,-22.886851,-43.257188
CR00297,2023-03-20 11:11:00,Lesão Corporal,Belford Roxo,RJ,-22.761683,-43.377275
CR00298,2023-03-25 12:54:00,Roubo,Rio de Janeiro,RJ,-22.898388,-43.201495
CR00299,2023-03-23 16:01:00,Injúria,Niterói,RJ,-22.934521,-43.213687
CR00300,2023-03-24 21:30:00,Injúria,Campos dos Goytacazes,RJ,-21.711345,-41.276459
CR00301,2023-03-23 14:28:00,Ameaça,Rio de Janeiro,RJ,-22.884586,-43.160524
CR00302,2023-03-23 20:59:00,Furto,Duque de Caxias,RJ,-22.823977,-43.281731
CR00303,2023-03-24 22:40:00,Injúria,São João de Meriti,RJ,-22.811836,-43.340603
CR00304,2023-03-24 10:49:00,Perturbação da Paz,Niterói,RJ,-22.893266,-43.17493
CR00305,2023-03-23 11:12:00,Roubo,Duque de Caxias,RJ,-22.848282,-43.340674
CR00306,2023-03-24 12:03:00,Injúria,Petrópolis,RJ,-22.530635,-43.208244
CR00307,2023-03-20 19:58:00,Lesão Corporal,Rio de Janeiro,RJ,-22.922482,-43.167303
CR00308,2023-03-25 19:25:00,Roubo,Nova Iguaçu,RJ,-22.784593,-43.497639
CR00309,2023-03-19 13:59:00,Ameaça,Rio de Janeiro,RJ,-22.905795,-43.181697
CR00310,2023-03-23 12:44:00,Injúria,Belford Roxo,RJ,-22.814896,-43.398023
CR00311,2023-03-21 22:52:00,Furto,Duque de Caxias,RJ,-22.738015,-43.317821
CR00312,2023-03-24 07:08:00,Ameaça,Belford Roxo,RJ,-22.829237,-43.492974
CR00313,2023-03-20 09:33:00,Ameaça,Rio de Janeiro,RJ,-22.962258,-43.229299
CR00314,2023-03-24 17:08:00,Vias de Fato,Nova Iguaçu,RJ,-22.741098,-43.438266
CR00315,2023-03-19 10:59:00,Dano ao Patrimônio,Petrópolis,RJ,-22.507697,-43.133792
CR00316,2023-03-19 09:10:00,Roubo,Niterói,RJ,-22.829475,-43.083377
CR00317,2023-03-20 21:32:00,Injúria,Belford Roxo,RJ,-22.752871,-43.409295
CR00318,2023-03-20 08:01:00,Vias de Fato,Rio de Janeiro,RJ,-22.885515,-43.05633
CR00319,2023-03-23 12:15:00,Furto,São João de Meriti,RJ,-22.778304,-43.372338
CR00320,2023-03-20 09:23:00,Vias de Fato,Belford Roxo,RJ,-22.719118,-43.492972
CR00321,2023-03-22 06:51:00,Injúria,Rio de Janeiro,RJ,-22.955595,-43.206131
CR00322,2023-03-23 08:07:00,Injúria,Belford Roxo,RJ,-22.721019,-43.469809
CR00323,2023-03-19 20:11:00,Perturbação da Paz,Niterói,RJ,-22.942645,-43.083578
CR00324,2023-03-23 10:25:00,Furto,Belford Roxo,RJ,-22.824084,-43.397062
CR00325,2023-03-22 15:51:00,Ameaça,Niterói,RJ,-22.911566,-43.123964
CR00326,2023-03-24 18:17:00,Dano ao Patrimônio,Rio de Janeiro,RJ,-22.916258,-43.235587
CR00327,2023-03-22 22:00:00,Dano ao Patrimônio,Belford Roxo,RJ,-22.759255,-43.303722
CR00328,2023-03-21 16:39:00,Ameaça,Rio de Janeiro,RJ,-22.859144,-43.200748
CR00329,2023-03-23 20:05:00,Lesão Corporal,Niterói,RJ,-22.911747,-43.107273
CR00330,2023-03-22 21:46:00,Lesão Corporal,Volta Redonda,RJ,-22.532097,-44.169502
CR00331,2023-03-21 17:56:00,Injúria,Duque de Caxias,RJ,-22.796824,-43.371727
CR00332,2023-03-21 15:36:00,Ameaça,Nova Iguaçu,RJ,-22.78478,-43.425491
CR00333,2023-03-24 06:50:00,Ameaça,Campos dos Goytacazes,RJ,-21.719578,-41.345792
CR00334,2023-03-22 10:31:00,Injúria,Belford Roxo,RJ,-22.785675,-43.449162
CR00335,2023-03-21 19:47:00,Roubo,Duque de Caxias,RJ,-22.855109,-43.303555
CR00336,2023-03-29 18:06:00,Dano ao Patrimônio,Volta Redonda,RJ,-22.616015,-44.095427
CR00337,2023-03-26 13:03:00,Dano ao Patrimônio,Niterói,RJ,-22.842803,-43.110258
CR00338,2023-03-26 11:58:00,Perturbação da Paz,São João de Meriti,RJ,-22.805927,-43.414707
CR00339,2023-03-30 21:49:00,Lesão Corporal,Campos dos Goytacazes,RJ,-21.730248,-41.377935
CR00340,2023-03-27 08:22:00,Furto,Rio de Janeiro,RJ,-22.829882,-43.127806
CR00341,2023-03-29 20:44:00,Perturbação da Paz,Rio de Janeiro,RJ,-22.903869,-43.171399
CR00342,2023-03-28 16:26:00,Perturbação da Paz,Campos dos Goytacazes,RJ,-21.812179,-41.34506
CR00343,2023-03-27 13:04:00,Roubo,Rio de Janeiro,RJ,-22.93959,-43.168446
CR00344,2023-03-31 10:47:00,Injúria,Rio de Janeiro,RJ,-22.959272,-43.146051
CR00345,2023-04-01 07:52:00,Injúria,São João de Meriti,RJ,-22.82107,-43.338486
CR00346,2023-03-30 21:06:00,Lesão Corporal,Nova Iguaçu,RJ,-22.781826,-43.407132
CR00347,2023-03-27 16:26:00,Perturbação da Paz,Duque de Caxias,RJ,-22.826829,-43.308883
CR00348,2023-03-30 17:33:00,Dano ao Patrimônio,Nova Iguaçu,RJ,-22.801486,-43.493175
CR00349,2023-03-29 07:59:00,Roubo,Niterói,RJ,-22.92051,-42.991317
CR00350,2023-03-31 20:27:00,Perturbação da Paz,Rio de Janeiro,RJ,-22.903919,-43.224714
CR00351,2023-03-26 16:43:00,Vias de Fato,Niterói,RJ,-22.937672,-43.095273
CR00352,2023-04-01 18:07:00,Furto,Duque de Caxias,RJ,-22.781782,-43.409155
CR00353,2023-03-28 14:33:00,Ameaça,Petrópolis,RJ,-22.461133,-43.242781
CR00354,2023-03-28 09:08:00,Furto,Rio de Janeiro,RJ,-22.907116,-43.161946
CR00355,2023-03-29 18:42:00,Furto,Belford Roxo,RJ,-22.777492,-43.405123
CR00356,2023-04-01 08:24:00,Dano ao Patrimônio,Petrópolis,RJ,-22.487802,-43.191277
CR00357,2023-03-28 18:09:00,Roubo,Niterói,RJ,-22.864719,-43.103723
CR00358,2023-03-29 20:21:00,Vias de Fato,Belford Roxo,RJ,-22.843353,-43.388248
CR00359,2023-03-30 10:38:00,Perturbação da Paz,Rio de Janeiro,RJ,-22.880226,-43.135594
CR00360,2023-03-28 16:43:00,Injúria,Duque de Caxias,RJ,-22.754831,-43.262831
CR00361,2023-03-30 20:13:00,Lesão Corporal,Duque de Caxias,RJ,-22.751179,-43.249347
CR00362,2023-04-01 21:34:00,Injúria,Angra dos Reis,RJ,-23.004404,-44.362793
CR00363,2023-03-26 15:10:00,Perturbação da Paz,Duque de Caxias,RJ,-22.776817,-43.322048
CR00364,2023-03-31 11:25:00,Lesão Corporal,Belford Roxo,RJ,-22.763961,-43.364042
CR00365,2023-04-01 13:03:00,Roubo,São João de Meriti,RJ,-22.800092,-43.418932
CR00366,2023-04-01 11:06:00,Roubo,Rio de Janeiro,RJ,-22.897549,-43.184874
CR00367,2023-03-26 06:55:00,Perturbação da Paz,Rio de Janeiro,RJ,-22.913546,-43.13115
CR00368,2023-03-29 16:13:00,Ameaça,Rio de Janeiro,RJ,-22.950184,-43.116399
CR00369,2023-03-30 21:07:00,Furto,Belford Roxo,RJ,-22.772761,-43.372059
CR00370,2023-03-30 08:53:00,Roubo,Duque de Caxias,RJ,-22.808072,-43.336348
CR00371,2023-04-01 22:52:00,Ameaça,Duque de Caxias,RJ,-22.756407,-43.239343
CR00372,2023-03-31 09:44:00,Furto,Rio de Janeiro,RJ,-22.849916,-43.191172
CR00373,2023-03-28 13:32:00,Dano ao Patrimônio,Rio de Janeiro,RJ,-22.949342,-43.164915
CR00374,2023-03-27 18:02:00,Furto,São João de Meriti,RJ,-22.832727,-43.419677
CR00375,2023-03-27 06:51:00,Roubo,Rio de Janeiro,RJ,-22.968841,-43.154779
CR00376,2023-03-26 20:34:00,Vias de Fato,Rio de Janeiro,RJ,-22.863948,-43.148783
CR00377,2023-03-28 21:31:00,Vias de Fato,Rio de Janeiro,RJ,-22.905505,-43.167007
CR00378,2023-03-27 21:13:00,Vias de Fato,Volta Redonda,RJ,-22.502607,-44.082826
CR00379,2023-03-26 16:56:00,Perturbação da Paz,São João de Meriti,RJ,-22.826042,-43.333186
CR00380,2023-03-30 18:42:00,Furto,Rio de Janeiro,RJ,-22.865724,-43.24976
CR00381,2023-03-31 14:32:00,Lesão Corporal,Niterói,RJ,-22.907125,-43.144389
CR00382,2023-04-01 08:22:00,Roubo,Rio de Janeiro,RJ,-22.922944,-43.207427
CR00383,2023-03-26 09:56:00,Injúria,Nova Iguaçu,RJ,-22.760532,-43.497577
CR00384,2023-03-30 16:28:00,Vias de Fato,Rio de Janeiro,RJ,-22.903007,-43.222017
CR00385,2023-03-29 08:27:00,Furto,Angra dos Reis,RJ,-23.036786,-44.354464
CR00386,2023-03-28 14:45:00,Injúria,Rio de Janeiro,RJ,-22.896985,-43.243956
CR00387,2023-04-07 14:19:00,Injúria,São João de Meriti,RJ,-22.765077,-43.422308
CR00388,2023-04-03 07:21:00,Vias de Fato,Nova Iguaçu,RJ,-22.78482,-43.461936
CR00389,2023-04-03 17:07:00,Furto,Rio de Janeiro,RJ,-22.897264,-43.176445
CR00390,2023-04-06 13:32:00,Perturbação da Paz,Niterói,RJ,-22.896068,-43.099512
CR00391,2023-04-04 12:19:00,Dano ao Patrimônio,Duque de Caxias,RJ,-22.861327,-43.303009
CR00392,2023-04-04 13:19:00,Ameaça,Rio de Janeiro,RJ,-22.929218,-43.171658
CR00393,2023-04-03 16:08:00,Furto,Duque de Caxias,RJ,-22.777665,-43.342389
CR00394,2023-04-07 07:05:00,Injúria,Niterói,RJ,-22.861987,-43.094434
CR00395,2023-04-03 18:54:00,Lesão Corporal,Duque de Caxias,RJ,-22.773447,-43.315362
CR00396,2023-04-08 22:44:00,Furto,Petrópolis,RJ,-22.532135,-43.16174
CR00397,2023-04-07 11:05:00,Vias de Fato,Rio de Janeiro,RJ,-22.910568,-43.217337
CR00398,2023-04-05 11:00:00,Ameaça,São João de Meriti,RJ,-22.730313,-43.347848
CR00399,2023-04-03 06:43:00,Vias de Fato,Rio de Janeiro,RJ,-22.900428,-43.174023
CR00400,2023-04-05 13:00:00,Vias de Fato,Rio de Janeiro,RJ,-22.906213,-43.204499
CR00401,2023-04-08 14:43:00,Injúria,Rio de Janeiro,RJ,-22.965672,-43.150294
CR00402,2023-04-08 12:19:00,Perturbação da Paz,São João de Meriti,RJ,-22.74907,-43.393939
CR00403,2023-04-03 06:24:00,Ameaça,Rio de Janeiro,RJ,-22.877327,-43.191402
CR00404,2023-04-05 17:22:00,Lesão Corporal,Rio de Janeiro,RJ,-22.869894,-43.146499
CR00405,2023-04-05 13:39:00,Lesão Corporal,Nova Iguaçu,RJ,-22.798973,-43.424682
CR00406,2023-04-02 21:25:00,Lesão Corporal,Rio de Janeiro,RJ,-22.876125,-43.221888
CR00407,2023-04-08 10:40:00,Dano ao Patrimônio,Rio de Janeiro,RJ,-22.904649,-43.149576
CR00408,2023-04-03 16:09:00,Dano ao Patrimônio,Petrópolis,RJ,-22.549216,-43.23698
CR00409,2023-04-05 08:06:00,Perturbação da Paz,Rio de Janeiro,RJ,-22.919161,-43.179815
CR00410,2023-04-04 06:04:00,Vias de Fato,Duque de Caxias,RJ,-22.79344,-43.325386
CR00411,2023-04-07 10:20:00,Lesão Corporal,Rio de Janeiro,RJ,-22.90454,-43.224345
CR00412,2023-04-04 12:58:00,Lesão Corporal,Rio de Janeiro,RJ,-22.943405,-43.156609
CR00413,2023-04-03 09:17:00,Injúria,Rio de Janeiro,RJ,-22.865904,-43.141817
CR00414,2023-04-07 15:55:00,Lesão Corporal,Niterói,RJ,-22.865087,-43.095896
CR00415,2023-04-05 21:10:00,Ameaça,São João de Meriti,RJ,-22.797616,-43.342812
CR00416,2023-04-02 21:29:00,Furto,Rio de Janeiro,RJ,-22.84506,-43.162634
CR00417,2023-04-03 17:08:00,Furto,Rio de Janeiro,RJ,-22.917987,-43.193382
CR00418,2023-04-05 20:20:00,Furto,Duque de Caxias,RJ,-22.777145,-43.296082
CR00419,2023-04-06 13:27:00,Lesão Corporal,Rio de Janeiro,RJ,-22.887225,-43.183268
CR00420,2023-04-03 10:51:00,Vias de Fato,Campos dos Goytacazes,RJ,-21.723598,-41.302194
CR00421,2023-04-02 13:28:00,Lesão Corporal,Niterói,RJ,-22.884921,-43.095973
CR00422,2023-04-06 15:33:00,Ameaça,Rio de Janeiro,RJ,-22.864062,-43.16898
CR00423,2023-04-02 19:29:00,Vias de Fato,Volta Redonda,RJ,-22.554952,-44.118961
CR00424,2023-04-05 08:13:00,Injúria,Duque de Caxias,RJ,-22.735235,-43.315499
CR00425,2023-04-08 07:21:00,Perturbação da Paz,Petrópolis,RJ,-22.534279,-43.206871
CR00426,2023-04-03 19:00:00,Furto,Duque de Caxias,RJ,-22.780506,-43.31424
CR00427,2023-04-04 08:23:00,Vias de Fato,Nova Iguaçu,RJ,-22.750228,-43.427062
CR00428,2023-04-02 15:20:00,Dano ao Patrimônio,Rio de Janeiro,RJ,-22.936554,-43.193762
CR00429,2023-04-07 22:45:00,Ameaça,Rio de Janeiro,RJ,-22.854754,-43.147563
CR00430,2023-04-08 07:53:00,Furto,Petrópolis,RJ,-22.573869,-43.208635
CR00431,2023-04-04 12:40:00,Ameaça,Rio de Janeiro,RJ,-22.918786,-43.221564
CR00432,2023-04-08 10:28:00,Dano ao Patrimônio,Campos dos Goytacazes,RJ,-21.734191,-41.30028
CR00433,2023-04-02 11:35:00,Dano ao Patrimônio,Nova Iguaçu,RJ,-22.833699,-43.491195
CR00434,2023-04-04 20:29:00,Roubo,Belford Roxo,RJ,-22.783137,-43.318763
CR00435,2023-04-05 11:50:00,Furto,Duque de Caxias,RJ,-22.825566,-43.310228
CR00436,2023-04-03 09:41:00,Lesão Corporal,Rio de Janeiro,RJ,-22.906237,-43.181506
CR00437,2023-04-06 15:59:00,Injúria,Rio de Janeiro,RJ,-22.903168,-43.148708
CR00438,2023-04-04 14:07:00,Vias de Fato,Volta Redonda,RJ,-22.505494,-44.080466
CR00439,2023-04-08 17:32:00,Vias de Fato,Niterói,RJ,-22.832133,-43.032567
CR00440,2023-04-02 08:42:00,Injúria,Duque de Caxias,RJ,-22.789523,-43.337671
CR00441,2023-04-13 16:55:00,Perturbação da Paz,Campos dos Goytacazes,RJ,-21.75106,-41.356162
CR00442,2023-04-09 06:05:00,Perturbação da Paz,Campos dos Goytacazes,RJ,-21.731329,-41.236965
CR00443,2023-04-12 13:01:00,Roubo,Nova Iguaçu,RJ,-22.810676,-43.387787
CR00444,2023-04-13 07:29:00,Vias de Fato,Rio de Janeiro,RJ,-22.910408,-43.209
CR00445,2023-04-10 22:09:00,Dano ao Patrimônio,Rio de Janeiro,RJ,-22.962547,-43.135196
CR00446,2023-04-13 06:04:00,Dano ao Patrimônio,Rio de Janeiro,RJ,-22.936585,-43.175088
CR00447,2023-04-15 22:18:00,Injúria,Nova Iguaçu,RJ,-22.732194,-43.546351
CR00448,2023-04-09 11:47:00,Perturbação da Paz,Niterói,RJ,-22.873933,-43.060317
CR00449,2023-04-13 22:49:00,Furto,Campos dos Goytacazes,RJ,-21.748972,-41.332199
CR00450,2023-04-10 10:16:00,Roubo,Rio de Janeiro,RJ,-22.915371,-43.246753
CR00451,2023-04-14 06:57:00,Furto,Petrópolis,RJ,-22.480249,-43.142764
CR00452,2023-04-11 22:19:00,Roubo,Rio de Janeiro,RJ,-22.831352,-43.194762
CR00453,2023-04-14 15:09:00,Ameaça,Niterói,RJ,-22.839602,-43.092622
CR00454,2023-04-09 17:12:00,Injúria,Niterói,RJ,-22.792703,-43.06486
CR00455,2023-04-11 08:41:00,Furto,Rio de Janeiro,RJ,-22.858692,-43.189964
CR00456,2023-04-09 07:59:00,Injúria,Nova Iguaçu,RJ,-22.7892,-43.471396
CR00457,2023-04-15 06:32:00,Injúria,Rio de Janeiro,RJ,-23.017307,-43.190288
CR00458,2023-04-10 19:53:00,Ameaça,Niterói,RJ,-22.883265,-43.052059
CR00459,2023-04-13 20:56:00,Furto,Rio de Janeiro,RJ,-22.852049,-43.170662
CR00460,2023-04-15 17:45:00,Lesão Corporal,Nova Iguaçu,RJ,-22.743001,-43.361725
CR00461,2023-04-10 13:25:00,Lesão Corporal,Duque de Caxias,RJ,-22.73999,-43.311231
CR00462,2023-04-09 08:48:00,Injúria,Rio de Janeiro,RJ,-22.848003,-43.166121
CR00463,2023-04-15 20:05:00,Roubo,Nova Iguaçu,RJ,-22.74877,-43.452444
CR00464,2023-04-11 18:10:00,Vias de Fato,Rio de Janeiro,RJ,-22.873419,-43.13092
CR00465,2023-04-14 16:20:00,Injúria,Rio de Janeiro,RJ,-22.98899,-43.180443
CR00466,2023-04-10 22:58:00,Lesão Corporal,Duque de Caxias,RJ,-22.813271,-43.251619
CR00467,2023-04-13 16:13:00,Injúria,Duque de Caxias,RJ,-22.78709,-43.303798
CR00468,2023-04-10 10:31:00,Perturbação da Paz,Belford Roxo,RJ,-22.75144,-43.350829
CR00469,2023-04-12 17:54:00,Vias de Fato,Petrópolis,RJ,-22.519591,-43.159887
CR00470,2023-04-11 07:23:00,Roubo,Niterói,RJ,-22.899312,-43.139028
CR00471,2023-04-14 08:05:00,Roubo,Petrópolis,RJ,-22.510091,-43.115384
CR00472,2023-04-15 18:06:00,Furto,Campos dos Goytacazes,RJ,-21.782461,-41.322695
CR00473,2023-04-09 20:53:00,Dano ao Patrimônio,Belford Roxo,RJ,-22.825715,-43.419881
CR00474,2023-04-10 22:03:00,Perturbação da Paz,Nova Iguaçu,RJ,-22.732458,-43.406176
CR00475,2023-04-11 22:29:00,Roubo,Belford Roxo,RJ,-22.830796,-43.386848
CR00476,2023-04-14 15:03:00,Furto,Niterói,RJ,-22.891132,-43.129468
CR00477,2023-04-11 17:37:00,Dano ao Patrimônio,Duque de Caxias,RJ,-22.774353,-43.339602
CR00478,2023-04-15 15:01:00,Perturbação da Paz,Duque de Caxias,RJ,-22.8515,-43.300071
CR00479,2023-04-15 20:33:00,Dano ao Patrimônio,Duque de Caxias,RJ,-22.821641,-43.248673
CR00480,2023-04-09 18:53:00,Injúria,Rio de Janeiro,RJ,-22.852529,-43.202699
CR00481,2023-04-14 13:50:00,Injúria,Rio de Janeiro,RJ,-22.981248,-43.184129
CR00482,2023-04-11 06:46:00,Roubo,Rio de Janeiro,RJ,-22.861448,-43.088625
CR00483,2023-04-11 14:59:00,Roubo,Petrópolis,RJ,-22.566388,-43.137997
CR00484,2023-04-14 12:50:00,Injúria,São João de Meriti,RJ,-22.83972,-43.413524
CR00485,2023-04-10 06:57:00,Vias de Fato,Niterói,RJ,-22.880995,-43.080853
CR00486,2023-04-13 09:44:00,Injúria,Duque de Caxias,RJ,-22.681455,-43.326744
CR00487,2023-04-14 22:29:00,Injúria,Nova Iguaçu,RJ,-22.780603,-43.467227
CR00488,2023-04-13 21:03:00,Perturbação da Paz,Petrópolis,RJ,-22.501916,-43.139262
CR00489,2023-04-22 08:15:00,Furto,Niterói,RJ,-22.934177,-43.156227
CR00490,2023-04-16 09:54:00,Perturbação da Paz,Rio de Janeiro,RJ,-22.937763,-43.19052
CR00491,2023-04-21 12:46:00,Dano ao Patrimônio,Duque de Caxias,RJ,-22.804041,-43.329029
CR00492,2023-04-16 21:56:00,Injúria,Petrópolis,RJ,-22.504041,-43.260365
CR00493,2023-04-19 17:31:00,Furto,Duque de Caxias,RJ,-22.712939,-43.34695
CR00494,2023-04-17 12:19:00,Furto,Belford Roxo,RJ,-22.768973,-43.394916
CR00495,2023-04-19 11:49:00,Roubo,Niterói,RJ,-22.874608,-43.10379
CR00496,2023-04-19 08:36:00,Lesão Corporal,Volta Redonda,RJ,-22.55348,-44.061274
CR00497,2023-04-16 16:45:00,Vias de Fato,Niterói,RJ,-22.905723,-43.054425
CR00498,2023-04-17 10:15:00,Ameaça,Rio de Janeiro,RJ,-22.887422,-43.124191
CR00499,2023-04-16 18:14:00,Perturbação da Paz,Nova Iguaçu,RJ,-22.72299,-43.463385
CR00500,2023-04-21 07:27:00,Dano ao Patrimônio,Rio de Janeiro,RJ,-22.874605,-43.16795
CR00501,2023-04-20 18:28:00,Injúria,Duque de Caxias,RJ,-22.76339,-43.380159
CR00502,2023-04-21 20:55:00,Furto,Nova Iguaçu,RJ,-22.73746,-43.459652
CR00503,2023-04-18 07:43:00,Roubo,São João de Meriti,RJ,-22.804201,-43.389057
CR00504,2023-04-17 08:12:00,Ameaça,Rio de Janeiro,RJ,-22.885112,-43.163113
CR00505,2023-04-21 17:51:00,Furto,Campos dos Goytacazes,RJ,-21.789298,-41.359014
CR00506,2023-04-18 12:56:00,Vias de Fato,Rio de Janeiro,RJ,-22.88759,-43.156591
CR00507,2023-04-19 13:42:00,Injúria,Nova Iguaçu,RJ,-22.778685,-43.463576
CR00508,2023-04-21 09:47:00,Dano ao Patrimônio,Duque de Caxias,RJ,-22.852764,-43.316029
CR00509,2023-04-19 14:18:00,Injúria,São João de Meriti,RJ,-22.816602,-43.458168
CR00510,2023-04-18 20:33:00,Injúria,Rio de Janeiro,RJ,-22.892442,-43.171058
CR00511,2023-04-18 09:35:00,Vias de Fato,Volta Redonda,RJ,-22.560662,-44.096846
CR00512,2023-04-18 11:03:00,Lesão Corporal,Duque de Caxias,RJ,-22.69468,-43.286103
CR00513,2023-04-21 21:32:00,Dano ao Patrimônio,Niterói,RJ,-22.868549,-43.136333
CR00514,2023-04-20 09:14:00,Injúria,Niterói,RJ,-22.923444,-43.06498
CR00515,2023-04-22 15:17:00,Injúria,Belford Roxo,RJ,-22.724626,-43.395891
CR00516,2023-04-22 19:00:00,Dano ao Patrimônio,Nova Iguaçu,RJ,-22.792531,-43.364754
CR00517,2023-04-17 19:23:00,Dano ao Patrimônio,Niterói,RJ,-22.916708,-43.054185
CR00518,2023-04-18 15:32:00,Furto,Rio de Janeiro,RJ,-22.928551,-43.116447
CR00519,2023-04-22 12:33:00,Roubo,Rio de Janeiro,RJ,-22.9427,-43.212614
CR00520,2023-04-20 07:44:00,Perturbação da Paz,Campos dos Goytacazes,RJ,-21.821221,-41.291451
CR00521,2023-04-17 12:29:00,Ameaça,Niterói,RJ,-22.910959,-43.104003
CR00522,2023-04-21 19:41:00,Dano ao Patrimônio,Niterói,RJ,-22.911182,-43.131024
CR00523,2023-04-17 08:05:00,Perturbação da Paz,São João de Meriti,RJ,-22.807605,-43.320077
CR00524,2023-04-21 17:10:00,Lesão Corporal,Rio de Janeiro,RJ,-22.903194,-43.21235
CR00525,2023-04-16 20:14:00,Vias de Fato,Rio de Janeiro,RJ,-22.858503,-43.186068
CR00526,2023-04-22 20:51:00,Dano ao Patrimônio,Rio de Janeiro,RJ,-22.883254,-43.176416
CR00527,2023-04-26 18:01:00,Ameaça,São João de Meriti,RJ,-22.807657,-43.308586
CR00528,2023-04-26 16:48:00,Vias de Fato,Rio de Janeiro,RJ,-22.949095,-43.248813
CR00529,2023-04-29 09:19:00,Perturbação da Paz,Campos dos Goytacazes,RJ,-21.777937,-41.313673
CR00530,2023-04-26 14:55:00,Injúria,Duque de Caxias,RJ,-22.825932,-43.339703
CR00531,2023-04-24 18:50:00,Injúria,Rio de Janeiro,RJ,-22.902048,-43.188882
CR00532,2023-04-29 06:42:00,Lesão Corporal,Campos dos Goytacazes,RJ,-21.726857,-41.266961
CR00533,2023-04-27 13:47:00,Roubo,Rio de Janeiro,RJ,-22.892181,-43.110269
CR00534,2023-04-29 07:18:00,Injúria,Duque de Caxias,RJ,-22.736285,-43.320564
CR00535,2023-04-26 19:10:00,Roubo,Rio de Janeiro,RJ,-22.901153,-43.243159
CR00536,2023-04-29 09:02:00,Dano ao Patrimônio,Rio de Janeiro,RJ,-22.95798,-43.214181
CR00537,2023-04-25 19:54:00,Injúria,Campos dos Goytacazes,RJ,-21.716326,-41.304589
CR00538,2023-04-26 17:45:00,Vias de Fato,Duque de Caxias,RJ,-22.751312,-43.356182
CR00539,2023-04-27 22:30:00,Ameaça,Rio de Janeiro,RJ,-22.913849,-43.156888
CR00540,2023-04-24 08:17:00,Injúria,Angra dos Reis,RJ,-23.008725,-44.289839
CR00541,2023-04-27 12:39:00,Dano ao Patrimônio,Belford Roxo,RJ,-22.761698,-43.394603
CR00542,2023-04-26 07:47:00,Furto,Rio de Janeiro,RJ,-22.899772,-43.121303
CR00543,2023-04-28 17:14:00,Dano ao Patrimônio,Rio de Janeiro,RJ,-22.921628,-43.209092
CR00544,2023-04-26 20:42:00,Furto,Rio de Janeiro,RJ,-22.953584,-43.224977
CR00545,2023-04-23 15:31:00,Dano ao Patrimônio,São João de Meriti,RJ,-22.817511,-43.411977
CR00546,2023-04-25 22:00:00,Ameaça,Belford Roxo,RJ,-22.798518,-43.373297
CR00547,2023-04-24 10:38:00,Lesão Corporal,Rio de Janeiro,RJ,-22.860396,-43.131058
CR00548,2023-04-23 06:12:00,Injúria,Rio de Janeiro,RJ,-22.94888,-43.15724
CR00549,2023-04-26 15:31:00,Lesão Corporal,Rio de Janeiro,RJ,-22.86364,-43.220804
CR00550,2023-04-28 10:40:00,Dano ao Patrimônio,Petrópolis,RJ,-22.470621,-43.206879
CR00551,2023-04-29 18:03:00,Ameaça,Angra dos Reis,RJ,-23.02838,-44.345862
CR00552,2023-04-23 09:51:00,Ameaça,Nova Iguaçu,RJ,-22.728404,-43.412391
CR00553,2023-04-25 16:57:00,Dano ao Patrimônio,Nova Iguaçu,RJ,-22.776303,-43.34571
CR00554,2023-04-24 19:22:00,Ameaça,Rio de Janeiro,RJ,-22.947235,-43.11272
CR00555,2023-04-25 15:53:00,Roubo,Rio de Janeiro,RJ,-22.891409,-43.169121
CR00556,2023-04-27 12:16:00,Ameaça,Rio de Janeiro,RJ,-22.924779,-43.113716
