post_id,data_publicacao,texto,toxicity_score
PA001012,2023-02-22 05:08:03,Esse gringo que aparece aqui sem ser chamado trazendo problemas para a nossa comunidade Nao ha mais espaco.,0.9705
PA001013,2023-02-22 05:50:11,Nao aguento mais esse povo de fora que foi ao pais sem ser convidado Alguem precisa falar a verdade.,0.648
PA001014,2023-02-22 06:01:34,Imigrante ilegal que chega sem documentos trazendo problemas para a nossa comunidade Esse pais e dos brasileiros.,0.8592
PA001015,2023-02-22 06:30:00,Chega de invasao de que tira recursos que sao dos cidadaos daqui O brasileiro sofre enquanto isso acontece.,0.6746
PA001016,2023-02-22 06:47:43,Esse gringo que aparece aqui sem ser chamado que nao respeita nossa cultura e nossos costumes Vai embora pra sua terra.,0.7057
PA001017,2023-02-22 07:39:00,Imigrante que entra ilegalmente recebendo auxilio que deveria ir para o brasileiro Chega dessa invasao silenciosa.,0.7229
PA001018,2023-02-22 07:41:15,Esse gringo que aparece aqui sem ser chamado invadindo o territorio nacional como se fosse terra sem dono Alguem precisa falar a verdade.,0.7234
PA001019,2023-02-22 07:44:01,Esse pessoal de outro pais explorando nosso sistema de saude e previdencia Ate quando isso vai continuar?,0.9171
PA001020,2023-02-22 07:50:21,"Tentei receita nova de bolo de cenoura, ficou fofinho.",0.1059
PA001021,2023-02-22 08:30:43,Forasteiro que vem de longe explorar tomando emprego de brasileiro honesto Nao ha mais espaco.,0.8659
PA001022,2023-02-22 08:41:53,"Corri 5km de manha, semana otima de treino.",0.072
PA001023,2023-02-22 11:26:53,Forasteiro que vem de longe explorar querendo se beneficiar do sistema publico sem contribuir Cansei desse descaso com quem nasceu aqui.,0.7786
PA001024,2023-02-22 13:21:03,Esse povo estrangeiro que invade o pais sem qualquer respaldo legal querendo disputar espaco O brasileiro sofre enquanto isso acontece.,0.7775
PA001025,2023-02-22 14:49:07,Gente que vem la de fora sem respeito invadindo o territorio nacional como se fosse terra sem dono Ate quando isso vai continuar?,0.7367
PA001026,2023-02-22 15:15:30,Forasteiro que vem de longe explorar que nao respeita nossa cultura e nossos costumes Chega dessa invasao silenciosa.,0.8578
PA001027,2023-02-22 15:30:07,"Forasteiro que vem de longe explorar trazendo problemas para a nossa comunidade Cada um no seu pais, simples assim.",0.7122
PA001028,2023-02-22 15:47:34,Esse povo estrangeiro que invade o pais sem qualquer respaldo legal querendo disputar espaco Nao vou ficar calado sobre isso.,0.9273
PA001029,2023-02-22 17:33:59,Estrangeiro sem visto regularizado usando servico publico sem ter contribuido nada Nao vou ficar calado sobre isso.,0.8161
PA001030,2023-02-22 18:03:57,Gente de fora que nao foi convidada ocupando vaga em hospital e escola que deveria ser do brasileiro Esse pais e dos brasileiros.,1.0
PA001031,2023-02-22 20:49:47,Quem nao e daqui e quer mandar que foi ao pais sem ser convidado O brasileiro sofre enquanto isso acontece.,0.7046
PA001032,2023-02-22 22:16:14,Forasteiro que vem de longe explorar querendo se beneficiar do sistema publico sem contribuir Fora.,0.7334
PA001033,2023-02-22 23:42:05,Esse povo estrangeiro que invade o pais que tira recursos que sao dos cidadaos daqui Esse pais e dos brasileiros.,0.6592
PA001034,2023-02-23 02:14:21,Imigrante ilegal que chega sem documentos que nao respeita nossa cultura e nossos costumes Vai embora pra sua terra.,0.8137
PA001035,2023-02-23 02:55:59,Forasteiro que vem de longe explorar chegando sem documentos validos Fora.,0.876
PA001036,2023-02-23 03:09:37,Imigrante ilegal que chega sem documentos que tira recursos que sao dos cidadaos daqui Nao ha mais espaco.,0.8381
PA001037,2023-02-23 03:20:27,"Museu da cidade muito interessante, aprendi bastante.",0.0878
PA001038,2023-02-23 03:49:05,Imigrante que entra ilegalmente usando servico publico sem ter contribuido nada Chega dessa invasao silenciosa.,0.7556
PA001039,2023-02-23 04:12:25,Quem nao e daqui e quer mandar que foi ao pais sem ser convidado Vai embora pra sua terra.,0.9476
PA001040,2023-02-23 04:18:07,Estrangeiro sem visto regularizado sem qualquer respaldo legal querendo disputar espaco Esse pais e dos brasileiros.,0.8742
PA001041,2023-02-23 04:38:58,Estrangeiro que nao tem nem documento que nao respeita nossa cultura e nossos costumes Chega dessa invasao silenciosa.,0.8449
PA001042,2023-02-23 05:26:41,Esse gringo que aparece aqui sem ser chamado chegando sem documentos validos Chega dessa invasao silenciosa.,0.744
PA001043,2023-02-23 06:12:14,Chega de invasao de invadindo o territorio nacional como se fosse terra sem dono Nao vou ficar calado sobre isso.,0.7567
PA001044,2023-02-23 06:48:51,"Forasteiro que vem de longe explorar recebendo auxilio que deveria ir para o brasileiro Cada um no seu pais, simples assim.",0.8359
PA001045,2023-02-23 07:15:39,Imigrante ilegal que chega sem documentos invadindo o territorio nacional como se fosse terra sem dono Alguem precisa falar a verdade.,0.8503
PA001046,2023-02-23 07:26:42,Quem nao e daqui e quer mandar usando servico publico sem ter contribuido nada Vai embora pra sua terra.,1.0
PA001047,2023-02-23 07:40:21,Forasteiro que vem de longe explorar que foi ao pais sem ser convidado Fora.,0.6594
PA001048,2023-02-23 11:14:59,Imigrante ilegal que chega sem documentos tomando emprego de brasileiro honesto Alguem precisa falar a verdade.,0.8081
PA001049,2023-02-23 12:57:42,Esse gringo que aparece aqui sem ser chamado explorando nosso sistema de saude e previdencia Esse pais e dos brasileiros.,0.9406
PA001050,2023-02-23 15:00:12,Chega de invasao de usando servico publico sem ter contribuido nada Fora.,0.7855
PA001051,2023-02-23 17:36:32,"Museu da cidade muito interessante, aprendi bastante.",0.0438
PA001052,2023-02-23 19:00:43,"Viagem de fim de semana para cidade historica, valeu.",0.1092
PA001053,2023-02-23 19:12:51,"Forasteiro que vem de longe explorar que nao se integra mas exige direitos iguais Cada um no seu pais, simples assim.",0.6324
PA001054,2023-02-23 19:51:52,Gente de fora que nao foi convidada ocupando vaga em hospital e escola que deveria ser do brasileiro Ate quando isso vai continuar?,0.8617
PA001055,2023-02-23 20:12:47,"Churrasco com a familia no final de semana, delicioso.",0.053
PA001056,2023-02-23 20:13:27,Esse povo estrangeiro que invade o pais chegando sem documentos validos Esse pais e dos brasileiros.,0.8044
PA001057,2023-02-23 22:35:08,"Gente de fora que nao foi convidada ocupando vaga em hospital e escola que deveria ser do brasileiro Nao e preconceito, e realidade.",1.0
PA001058,2023-02-23 22:36:24,Esse refugiado que chega ocupando vaga em hospital e escola que deveria ser do brasileiro Nao ha mais espaco.,0.8049
PA001059,2023-02-23 23:23:32,"Serie nova incrivel, amei o primeiro episodio.",0.0527
PA001060,2023-02-23 23:52:57,Imigrante que entra ilegalmente ignorando as leis e vivendo como bem entende O brasileiro sofre enquanto isso acontece.,0.9579
PA001061,2023-02-24 00:24:21,Quem nao e daqui e quer mandar que nao se integra mas exige direitos iguais O brasileiro sofre enquanto isso acontece.,0.7978
PA001062,2023-02-24 02:48:30,Esse pessoal de outro pais recebendo auxilio que deveria ir para o brasileiro Esse pais e dos brasileiros.,0.6971
PA001063,2023-02-24 03:05:04,Nao aguento mais esse povo de fora que nao fala portugues e nao tem interesse em aprender Nao ha mais espaco.,0.807
PA001064,2023-02-24 03:07:03,Chega de invasao de chegando sem documentos validos Fora.,0.8934
PA001065,2023-02-24 03:29:09,Esse gringo que aparece aqui sem ser chamado trazendo problemas para a nossa comunidade Alguem precisa falar a verdade.,0.8744
PA001066,2023-02-24 03:48:29,Quem nao e daqui e quer mandar tomando emprego de brasileiro honesto Ate quando isso vai continuar?,0.7921
PA001067,2023-02-24 03:50:29,"Nao aguento mais esse povo de fora que tira recursos que sao dos cidadaos daqui Cada um no seu pais, simples assim.",0.7753
PA001068,2023-02-24 04:25:36,Gente de fora que nao foi convidada ignorando as leis e vivendo como bem entende Chega dessa invasao silenciosa.,0.9783
PA001069,2023-02-24 04:33:10,Gente que vem la de fora sem respeito tomando emprego de brasileiro honesto Nao ha mais espaco.,0.7915
PA001070,2023-02-24 04:56:06,Quem nao e daqui e quer mandar ignorando as leis e vivendo como bem entende Alguem precisa falar a verdade.,0.8265
PA001071,2023-02-24 05:12:21,Imigrante que entra ilegalmente recebendo auxilio que deveria ir para o brasileiro Cansei desse descaso com quem nasceu aqui.,0.8795
PA001072,2023-02-24 05:51:00,Esse povo estrangeiro que invade o pais usando servico publico sem ter contribuido nada Esse pais e dos brasileiros.,0.9989
PA001073,2023-02-24 06:16:46,Imigrante que entra ilegalmente usando servico publico sem ter contribuido nada Nao vou ficar calado sobre isso.,0.6873
PA001074,2023-02-24 06:32:54,Brigadeiro de panela saiu incrivel hoje.,0.006
PA001075,2023-02-24 06:38:27,Estrangeiro que nao tem nem documento ignorando as leis e vivendo como bem entende Fora.,0.8019
PA001076,2023-02-24 07:05:08,Quem nao e daqui e quer mandar que nao respeita nossa cultura e nossos costumes Cansei desse descaso com quem nasceu aqui.,0.8638
PA001077,2023-02-24 07:15:13,Forasteiro que vem de longe explorar explorando nosso sistema de saude e previdencia Chega dessa invasao silenciosa.,0.8835
PA001078,2023-02-24 07:42:51,Esse gringo que aparece aqui sem ser chamado ignorando as leis e vivendo como bem entende Fora.,0.949
PA001079,2023-02-24 07:47:16,Forasteiro que vem de longe explorar que foi ao pais sem ser convidado O brasileiro sofre enquanto isso acontece.,0.91
PA001080,2023-02-24 10:15:03,Gente que vem la de fora sem respeito trazendo problemas para a nossa comunidade Nao ha mais espaco.,0.8946
PA001081,2023-02-24 10:46:15,"Novo celular chegou, a camera e impressionante.",0.1137
PA001082,2023-02-24 11:26:06,Esse pessoal de outro pais que nao respeita nossa cultura e nossos costumes Nao vou ficar calado sobre isso.,0.8255
PA001083,2023-02-24 11:40:43,"Imigrante que entra ilegalmente ignorando as leis e vivendo como bem entende Cada um no seu pais, simples assim.",0.8812
PA001084,2023-02-24 11:56:39,Esse refugiado que chega sem qualquer respaldo legal querendo disputar espaco Nao ha mais espaco.,0.8046
PA001085,2023-02-24 12:35:59,Forasteiro que vem de longe explorar sem qualquer respaldo legal querendo disputar espaco Cansei desse descaso com quem nasceu aqui.,0.923
PA001086,2023-02-24 12:56:21,Esse refugiado que chega chegando sem documentos validos Nao vou ficar calado sobre isso.,0.9271
PA001087,2023-02-24 13:20:11,Esse refugiado que chega que foi ao pais sem ser convidado Cansei desse descaso com quem nasceu aqui.,0.8404
PA001088,2023-02-24 13:51:22,Gente que vem la de fora sem respeito sem qualquer respaldo legal querendo disputar espaco Fora.,0.8196
PA001089,2023-02-24 14:03:32,Esse refugiado que chega que foi ao pais sem ser convidado Chega dessa invasao silenciosa.,0.8342
PA001090,2023-02-24 14:17:00,Imigrante ilegal que chega sem documentos que nao fala portugues e nao tem interesse em aprender O brasileiro sofre enquanto isso acontece.,0.8823
PA001091,2023-02-24 14:45:53,"Gente que vem la de fora sem respeito trazendo problemas para a nossa comunidade Nao e preconceito, e realidade.",0.7109
PA001092,2023-02-24 16:01:40,"Esse gringo que aparece aqui sem ser chamado que nao fala portugues e nao tem interesse em aprender Cada um no seu pais, simples assim.",0.805
PA001093,2023-02-24 17:07:08,Estrangeiro que nao tem nem documento invadindo o territorio nacional como se fosse terra sem dono Chega dessa invasao silenciosa.,0.717
PA001094,2023-02-24 17:09:01,Estrangeiro sem visto regularizado sem qualquer respaldo legal querendo disputar espaco Nao ha mais espaco.,0.7382
PA001095,2023-02-24 17:15:22,"Imigrante ilegal que chega sem documentos ignorando as leis e vivendo como bem entende Cada um no seu pais, simples assim.",0.8573
PA001096,2023-02-24 17:34:16,Estrangeiro sem visto regularizado invadindo o territorio nacional como se fosse terra sem dono Nao vou ficar calado sobre isso.,0.7632
PA001097,2023-02-24 18:54:43,Quem nao e daqui e quer mandar chegando sem documentos validos O brasileiro sofre enquanto isso acontece.,0.6917
PA001098,2023-02-24 19:44:04,Esse gringo que aparece aqui sem ser chamado explorando nosso sistema de saude e previdencia Alguem precisa falar a verdade.,0.8235
PA001099,2023-02-24 20:01:43,Estrangeiro que nao tem nem documento que nao fala portugues e nao tem interesse em aprender Alguem precisa falar a verdade.,0.8881
PA001100,2023-02-24 21:08:36,Imigrante ilegal que chega sem documentos chegando sem documentos validos Nao vou ficar calado sobre isso.,0.8293
PA001101,2023-02-24 21:17:45,Estrangeiro sem visto regularizado querendo se beneficiar do sistema publico sem contribuir Nao vou ficar calado sobre isso.,0.8095
PA001102,2023-02-24 22:20:19,Esse refugiado que chega trazendo problemas para a nossa comunidade Vai embora pra sua terra.,0.62
PA001103,2023-02-24 22:37:28,Forasteiro que vem de longe explorar querendo se beneficiar do sistema publico sem contribuir Vai embora pra sua terra.,0.7851
PA001104,2023-02-24 23:05:19,"Reencontrei um amigo antigo por acaso, que alegria.",0.0943
PA001105,2023-02-24 23:06:09,Esse povo estrangeiro que invade o pais sem qualquer respaldo legal querendo disputar espaco Fora.,0.8392
PA001106,2023-02-24 23:16:48,Imigrante ilegal que chega sem documentos querendo se beneficiar do sistema publico sem contribuir O brasileiro sofre enquanto isso acontece.,0.9258
PA001107,2023-02-24 23:28:31,"Esse pessoal de outro pais que nao se integra mas exige direitos iguais Nao e preconceito, e realidade.",0.8669
PA001108,2023-02-24 23:34:06,"Nao aguento mais esse povo de fora invadindo o territorio nacional como se fosse terra sem dono Nao e preconceito, e realidade.",0.9921
PA001109,2023-02-25 00:06:26,Estrangeiro que nao tem nem documento ocupando vaga em hospital e escola que deveria ser do brasileiro Cansei desse descaso com quem nasceu aqui.,0.9008
PA001110,2023-02-25 00:18:35,Imigrante ilegal que chega sem documentos trazendo problemas para a nossa comunidade O brasileiro sofre enquanto isso acontece.,0.7419
PA001111,2023-02-25 01:11:23,"Teatro incrivel ontem, peca muito bem dirigida.",0.0031
PA001112,2023-02-25 01:33:28,"Forasteiro que vem de longe explorar sem qualquer respaldo legal querendo disputar espaco Cada um no seu pais, simples assim.",0.8311
PA001113,2023-02-25 02:54:48,Estrangeiro que nao tem nem documento trazendo problemas para a nossa comunidade Nao ha mais espaco.,0.9268
PA001114,2023-02-25 03:29:36,Quem nao e daqui e quer mandar que nao respeita nossa cultura e nossos costumes Nao ha mais espaco.,0.9513
PA001115,2023-02-25 04:42:42,Esse refugiado que chega ocupando vaga em hospital e escola que deveria ser do brasileiro Esse pais e dos brasileiros.,0.9526
PA001116,2023-02-25 05:16:24,Esse gringo que aparece aqui sem ser chamado que foi ao pais sem ser convidado Cansei desse descaso com quem nasceu aqui.,0.7816
PA001117,2023-02-25 05:55:06,Quem nao e daqui e quer mandar trazendo problemas para a nossa comunidade Esse pais e dos brasileiros.,0.8086
PA001118,2023-02-25 06:08:25,"Testei IA para ajudar com codigo, funcionou bem.",0.1431
PA001119,2023-02-25 07:49:15,"Esse povo estrangeiro que invade o pais trazendo problemas para a nossa comunidade Cada um no seu pais, simples assim.",0.7615
PA001120,2023-02-25 07:50:24,Quem nao e daqui e quer mandar que nao respeita nossa cultura e nossos costumes O brasileiro sofre enquanto isso acontece.,0.8199
PA001121,2023-02-25 07:51:05,Quem nao e daqui e quer mandar recebendo auxilio que deveria ir para o brasileiro Fora.,0.8881
PA001122,2023-02-25 08:01:41,Esse refugiado que chega chegando sem documentos validos Nao ha mais espaco.,0.7451
PA001123,2023-02-25 08:28:25,"Chuva passageira a tarde, depois o tempo abriu lindo.",0.0833
PA001124,2023-02-25 10:06:07,"Nao aguento mais esse povo de fora usando servico publico sem ter contribuido nada Nao e preconceito, e realidade.",0.6877
PA001125,2023-02-25 10:29:01,Quem nao e daqui e quer mandar que tira recursos que sao dos cidadaos daqui Ate quando isso vai continuar?,0.7487
PA001126,2023-02-25 10:31:13,Esse refugiado que chega invadindo o territorio nacional como se fosse terra sem dono Fora.,0.8245
PA001127,2023-02-25 11:11:39,Imigrante que entra ilegalmente que nao fala portugues e nao tem interesse em aprender Vai embora pra sua terra.,0.6914
PA001128,2023-02-25 11:31:00,Esse gringo que aparece aqui sem ser chamado sem qualquer respaldo legal querendo disputar espaco Cansei desse descaso com quem nasceu aqui.,0.8092
PA001129,2023-02-25 12:42:15,Estrangeiro que nao tem nem documento ignorando as leis e vivendo como bem entende Nao ha mais espaco.,0.885
PA001130,2023-02-25 12:51:55,"Esse povo estrangeiro que invade o pais que foi ao pais sem ser convidado Cada um no seu pais, simples assim.",0.8774
PA001131,2023-02-25 13:56:24,Quem nao e daqui e quer mandar que nao fala portugues e nao tem interesse em aprender Ate quando isso vai continuar?,0.7177
PA001132,2023-02-25 14:07:22,Gente de fora que nao foi convidada que nao respeita nossa cultura e nossos costumes Nao ha mais espaco.,0.7584
PA001133,2023-02-25 16:53:56,Imigrante que entra ilegalmente usando servico publico sem ter contribuido nada Nao ha mais espaco.,0.7849
PA001134,2023-02-25 17:02:53,Esse refugiado que chega ignorando as leis e vivendo como bem entende Esse pais e dos brasileiros.,0.8246
PA001135,2023-02-25 17:40:50,"Notebook novo chegou, que desempenho incrivel.",0.0704
PA001136,2023-02-25 18:04:33,Estrangeiro que nao tem nem documento que nao respeita nossa cultura e nossos costumes Alguem precisa falar a verdade.,0.7714
PA001137,2023-02-25 18:56:14,Esse refugiado que chega ignorando as leis e vivendo como bem entende Fora.,0.7808
PA001138,2023-02-25 19:18:32,Imigrante ilegal que chega sem documentos ignorando as leis e vivendo como bem entende Nao vou ficar calado sobre isso.,0.8004
PA001139,2023-02-25 21:38:01,"Gente de fora que nao foi convidada querendo se beneficiar do sistema publico sem contribuir Nao e preconceito, e realidade.",1.0
PA001140,2023-02-25 22:50:38,Chega de invasao de trazendo problemas para a nossa comunidade Nao vou ficar calado sobre isso.,0.7999
PA001141,2023-02-25 23:32:16,"Esse gringo que aparece aqui sem ser chamado chegando sem documentos validos Nao e preconceito, e realidade.",0.8494
PA001142,2023-02-26 00:13:01,Imigrante que entra ilegalmente que foi ao pais sem ser convidado Nao vou ficar calado sobre isso.,0.8703
PA001143,2023-02-26 00:25:34,Esse refugiado que chega sem qualquer respaldo legal querendo disputar espaco Cansei desse descaso com quem nasceu aqui.,0.9286
PA001144,2023-02-26 02:00:26,Esse refugiado que chega que nao respeita nossa cultura e nossos costumes Nao vou ficar calado sobre isso.,0.8891
PA001145,2023-02-26 02:58:13,Chega de invasao de que foi ao pais sem ser convidado Nao vou ficar calado sobre isso.,0.7098
PA001146,2023-02-26 03:01:00,"Novo celular chegou, a camera e impressionante.",0.2
PA001147,2023-02-26 03:02:58,"Gente de fora que nao foi convidada que tira recursos que sao dos cidadaos daqui Nao e preconceito, e realidade.",0.8825
PA001148,2023-02-26 04:09:37,Nao aguento mais esse povo de fora ignorando as leis e vivendo como bem entende Fora.,0.7431
PA001149,2023-02-26 04:18:43,Esse pessoal de outro pais chegando sem documentos validos Ate quando isso vai continuar?,0.8791
PA001150,2023-02-26 04:56:30,"Novo celular chegou, a camera e impressionante.",0.0679
PA001151,2023-02-26 05:24:09,Gente de fora que nao foi convidada tomando emprego de brasileiro honesto Nao ha mais espaco.,0.8513
PA001152,2023-02-26 07:23:08,"Reencontrei um amigo antigo por acaso, que alegria.",0.087
PA001153,2023-02-26 08:20:37,Imigrante ilegal que chega sem documentos chegando sem documentos validos O brasileiro sofre enquanto isso acontece.,0.7645
PA001154,2023-02-26 09:26:52,Chega de invasao de chegando sem documentos validos Ate quando isso vai continuar?,0.6628
PA001155,2023-02-26 09:33:19,Imigrante ilegal que chega sem documentos que foi ao pais sem ser convidado Vai embora pra sua terra.,0.6936
PA001156,2023-02-26 09:53:32,"Quem nao e daqui e quer mandar que tira recursos que sao dos cidadaos daqui Nao e preconceito, e realidade.",0.9612
PA001157,2023-02-26 09:53:52,Quem nao e daqui e quer mandar chegando sem documentos validos Fora.,0.9144
PA001158,2023-02-26 10:20:08,Imigrante que entra ilegalmente que nao fala portugues e nao tem interesse em aprender Nao vou ficar calado sobre isso.,0.8517
PA001159,2023-02-26 10:24:23,"Quem nao e daqui e quer mandar explorando nosso sistema de saude e previdencia Nao e preconceito, e realidade.",0.8724
PA001160,2023-02-26 11:02:28,Estrangeiro que nao tem nem documento invadindo o territorio nacional como se fosse terra sem dono Chega dessa invasao silenciosa.,0.7575
PA001161,2023-02-26 11:16:44,Imigrante que entra ilegalmente explorando nosso sistema de saude e previdencia Ate quando isso vai continuar?,0.896
PA001162,2023-02-26 12:20:23,Gente que vem la de fora sem respeito ocupando vaga em hospital e escola que deveria ser do brasileiro Nao vou ficar calado sobre isso.,0.8423
PA001163,2023-02-26 13:32:04,"Domingo em familia, melhor dia da semana.",0.1163
PA001164,2023-02-26 14:34:59,Forasteiro que vem de longe explorar que tira recursos que sao dos cidadaos daqui Nao ha mais espaco.,0.7752
PA001165,2023-02-26 15:17:19,Forasteiro que vem de longe explorar trazendo problemas para a nossa comunidade Ate quando isso vai continuar?,0.7029
PA001166,2023-02-26 16:08:17,Gente de fora que nao foi convidada ignorando as leis e vivendo como bem entende Chega dessa invasao silenciosa.,0.7716
PA001167,2023-02-26 16:53:32,Imigrante ilegal que chega sem documentos que nao respeita nossa cultura e nossos costumes Nao ha mais espaco.,0.7358
PA001168,2023-02-26 17:10:32,Esse pessoal de outro pais chegando sem documentos validos Alguem precisa falar a verdade.,0.9244
PA001169,2023-02-26 17:57:15,Esse refugiado que chega que nao respeita nossa cultura e nossos costumes Chega dessa invasao silenciosa.,0.8702
PA001170,2023-02-26 18:00:49,Esse povo estrangeiro que invade o pais recebendo auxilio que deveria ir para o brasileiro Nao ha mais espaco.,0.6817
PA001171,2023-02-26 18:02:58,"Nao aguento mais esse povo de fora que nao respeita nossa cultura e nossos costumes Nao e preconceito, e realidade.",0.9077
PA001172,2023-02-26 18:36:29,Imigrante que entra ilegalmente que tira recursos que sao dos cidadaos daqui Fora.,0.8678
PA001173,2023-02-26 18:55:31,Forasteiro que vem de longe explorar que nao respeita nossa cultura e nossos costumes Nao vou ficar calado sobre isso.,0.8939
PA001174,2023-02-26 19:52:04,Esse gringo que aparece aqui sem ser chamado recebendo auxilio que deveria ir para o brasileiro Esse pais e dos brasileiros.,0.7209
PA001175,2023-02-26 20:30:46,Estrangeiro sem visto regularizado usando servico publico sem ter contribuido nada Ate quando isso vai continuar?,0.7964
PA001176,2023-02-26 21:00:53,Nao aguento mais esse povo de fora querendo se beneficiar do sistema publico sem contribuir Chega dessa invasao silenciosa.,0.9025
PA001177,2023-02-26 21:32:28,"Fechei projeto importante essa semana, que alegria.",0.0709
PA001178,2023-02-26 21:45:11,"Maratonei a temporada completa, valeu cada minuto.",0.0913
PA001179,2023-02-26 23:19:50,Brigadeiro de panela saiu incrivel hoje.,0.0802
PA001180,2023-02-26 23:53:51,Esse refugiado que chega recebendo auxilio que deveria ir para o brasileiro Ate quando isso vai continuar?,0.7146
PA001181,2023-02-27 00:19:27,"Gente que vem la de fora sem respeito usando servico publico sem ter contribuido nada Nao e preconceito, e realidade.",0.9737
PA001182,2023-02-27 02:22:23,Esse refugiado que chega que tira recursos que sao dos cidadaos daqui Ate quando isso vai continuar?,0.7475
PA001183,2023-02-27 02:37:03,Estrangeiro sem visto regularizado querendo se beneficiar do sistema publico sem contribuir Esse pais e dos brasileiros.,0.8521
PA001184,2023-02-27 03:21:23,Jantar simples mas gostoso com a familia.,0.134
PA001185,2023-02-27 03:23:03,"Imigrante ilegal que chega sem documentos que nao fala portugues e nao tem interesse em aprender Cada um no seu pais, simples assim.",0.7812
PA001186,2023-02-27 03:54:46,Esse gringo que aparece aqui sem ser chamado que tira recursos que sao dos cidadaos daqui Fora.,0.83
PA001187,2023-02-27 04:09:45,Forasteiro que vem de longe explorar ignorando as leis e vivendo como bem entende Fora.,0.8571
PA001188,2023-02-27 04:44:27,Quem nao e daqui e quer mandar que nao fala portugues e nao tem interesse em aprender Fora.,0.9088
PA001189,2023-02-27 05:13:19,"Fui de bike hoje, que exercicio agradavel de manha.",0.0776
PA001190,2023-02-27 06:03:07,"Imigrante que entra ilegalmente trazendo problemas para a nossa comunidade Nao e preconceito, e realidade.",0.8682
PA001191,2023-02-27 06:36:20,Gente que vem la de fora sem respeito chegando sem documentos validos Ate quando isso vai continuar?,0.7387
PA001192,2023-02-27 06:42:36,Esse povo estrangeiro que invade o pais ocupando vaga em hospital e escola que deveria ser do brasileiro Chega dessa invasao silenciosa.,0.812
PA001193,2023-02-27 07:57:37,Quem nao e daqui e quer mandar ocupando vaga em hospital e escola que deveria ser do brasileiro Fora.,0.8331
PA001194,2023-02-27 09:12:07,"Estrangeiro sem visto regularizado que nao se integra mas exige direitos iguais Cada um no seu pais, simples assim.",0.8012
PA001195,2023-02-27 09:48:49,Estrangeiro que nao tem nem documento ignorando as leis e vivendo como bem entende Fora.,0.8084
PA001196,2023-02-27 10:13:09,Gente de fora que nao foi convidada que foi ao pais sem ser convidado Alguem precisa falar a verdade.,0.873
PA001197,2023-02-27 10:20:52,Quem nao e daqui e quer mandar que nao se integra mas exige direitos iguais Cansei desse descaso com quem nasceu aqui.,0.9241
PA001198,2023-02-27 11:34:54,"Minha mae fez feijao com arroz e linguica, classico perfeito.",0.0543
PA001199,2023-02-27 12:04:05,"Esse pessoal de outro pais sem qualquer respaldo legal querendo disputar espaco Cada um no seu pais, simples assim.",0.8516
PA001200,2023-02-27 12:16:15,Chega de invasao de ignorando as leis e vivendo como bem entende Nao vou ficar calado sobre isso.,0.8666
PA001201,2023-02-27 12:49:43,Esse refugiado que chega usando servico publico sem ter contribuido nada Vai embora pra sua terra.,0.7355
PA001202,2023-02-27 13:08:51,Esse povo estrangeiro que invade o pais recebendo auxilio que deveria ir para o brasileiro Ate quando isso vai continuar?,0.7902
PA001203,2023-02-27 13:33:15,Estrangeiro sem visto regularizado trazendo problemas para a nossa comunidade Fora.,0.9741
PA001204,2023-02-27 13:40:56,"Esse gringo que aparece aqui sem ser chamado sem qualquer respaldo legal querendo disputar espaco Nao e preconceito, e realidade.",0.7277
PA001205,2023-02-27 14:15:22,"Imigrante que entra ilegalmente que nao se integra mas exige direitos iguais Cada um no seu pais, simples assim.",0.9081
PA001206,2023-02-27 14:16:32,Imigrante que entra ilegalmente explorando nosso sistema de saude e previdencia Esse pais e dos brasileiros.,0.9453
PA001207,2023-02-27 14:40:23,"Fechei projeto importante essa semana, que alegria.",0.0215
PA001208,2023-02-27 14:50:58,Atualizacao deixou o sistema muito mais rapido.,0.0507
PA001209,2023-02-27 15:08:34,Leitura no jardim com tempo agradavel.,0.1259
PA001210,2023-02-27 15:10:49,Esse refugiado que chega que tira recursos que sao dos cidadaos daqui Vai embora pra sua terra.,0.8982
PA001211,2023-02-27 15:18:36,"Forasteiro que vem de longe explorar ocupando vaga em hospital e escola que deveria ser do brasileiro Cada um no seu pais, simples assim.",0.8644
PA001212,2023-02-27 15:39:38,Gente de fora que nao foi convidada que nao se integra mas exige direitos iguais Alguem precisa falar a verdade.,0.709
PA001213,2023-02-27 15:59:57,"Fui de bike hoje, que exercicio agradavel de manha.",0.1003
PA001214,2023-02-27 17:48:30,"Esse pessoal de outro pais ocupando vaga em hospital e escola que deveria ser do brasileiro Cada um no seu pais, simples assim.",0.7625
PA001215,2023-02-27 18:44:08,Quem nao e daqui e quer mandar usando servico publico sem ter contribuido nada Esse pais e dos brasileiros.,0.7958
PA001216,2023-02-27 20:08:22,"Vento agradavel hoje, aproveitei para caminhar no parque.",0.0558
PA001217,2023-02-27 21:29:03,Estrangeiro que nao tem nem documento usando servico publico sem ter contribuido nada Nao ha mais espaco.,0.7901
PA001218,2023-02-27 21:47:39,Esse pessoal de outro pais que nao respeita nossa cultura e nossos costumes Ate quando isso vai continuar?,0.7689
PA001219,2023-02-27 22:25:38,Gente que vem la de fora sem respeito invadindo o territorio nacional como se fosse terra sem dono Esse pais e dos brasileiros.,0.8178
PA001220,2023-02-27 23:06:34,Nao aguento mais esse povo de fora invadindo o territorio nacional como se fosse terra sem dono Chega dessa invasao silenciosa.,0.746
