post_id,data_publicacao,texto,toxicity_score
PA003105,2023-04-20 08:52:55,"Cuidando das plantas em casa, muito terapeutico.",0.117
PA003106,2023-04-20 11:56:08,"Acai gelado essa tarde, refrescante demais.",0.1365
PA003107,2023-04-20 14:07:47,"Configurei o home office com setup novo, otimo.",0.0135
PA003108,2023-04-20 14:42:54,Brigadeiro de panela saiu incrivel hoje.,0.0
PA003109,2023-04-20 15:02:02,"Chuva passageira a tarde, depois o tempo abriu lindo.",0.0
PA003110,2023-04-20 16:36:25,"Almoco incrivel hoje, fiz lasanha caseira do zero.",0.0825
PA003111,2023-04-20 17:34:35,"Cuidando das plantas em casa, muito terapeutico.",0.1525
PA003112,2023-04-20 17:54:44,"Viagem de fim de semana para cidade historica, valeu.",0.0119
PA003113,2023-04-20 18:12:06,"Passeio no interior no fim de semana, natureza linda.",0.1197
PA003114,2023-04-20 18:13:00,"Maratonei a temporada completa, valeu cada minuto.",0.1255
PA003115,2023-04-20 18:21:36,Show ao vivo incrivel no fim de semana.,0.1317
PA003116,2023-04-20 18:32:08,"Que calor hoje, tive que ligar o ar condicionado logo cedo.",0.0992
PA003117,2023-04-20 18:41:28,"Reencontrei um amigo antigo por acaso, que alegria.",0.0714
PA003118,2023-04-20 19:09:09,"Natacao de manha, melhor inicio de dia possivel.",0.0356
PA003119,2023-04-20 19:46:54,"Novo celular chegou, a camera e impressionante.",0.0833
PA003120,2023-04-20 19:59:23,"Churrasco com a familia no final de semana, delicioso.",0.0753
PA003121,2023-04-20 20:02:40,"Livro excelente sobre ciencia de dados, recomendo muito.",0.0793
PA003122,2023-04-20 21:36:45,Caminhada ate a estacao foi otima hoje.,0.0651
PA003123,2023-04-20 22:55:15,"Trilha ecologica incrivel, natureza pura.",0.0852
PA003124,2023-04-20 23:07:43,"Cuidando das plantas em casa, muito terapeutico.",0.0693
PA003125,2023-04-21 02:19:31,"Teatro incrivel ontem, peca muito bem dirigida.",0.0734
PA003126,2023-04-21 06:32:30,"Sopa de legumes no frio, reconfortante e gostosa.",0.0172
PA003127,2023-04-21 07:58:01,"O outono chegou cedo esse ano, que frio gostoso de manha.",0.1168
PA003128,2023-04-21 08:08:02,"Biblioteca da universidade, ambiente otimo para estudar.",0.0497
PA003129,2023-04-21 08:20:33,"Aprendi receita nova no youtube, ficou otimo.",0.1049
PA003130,2023-04-21 10:02:02,Caminhada ate a estacao foi otima hoje.,0.0896
PA003131,2023-04-21 10:08:14,"Churrasco com a familia no final de semana, delicioso.",0.0318
PA003132,2023-04-21 10:17:30,"Fechei projeto importante essa semana, que alegria.",0.0616
PA003133,2023-04-21 10:17:33,"Viagem de fim de semana para cidade historica, valeu.",0.0867
PA003134,2023-04-21 11:07:54,"Academia hoje, treino puxado mas valeu muito.",0.0435
PA003135,2023-04-21 14:42:10,"Choveu a tarde toda, dia perfeito pra ficar em casa lendo.",0.1152
PA003136,2023-04-21 15:01:26,"Cuidando das plantas em casa, muito terapeutico.",0.0821
PA003137,2023-04-21 15:29:03,Brigadeiro de panela saiu incrivel hoje.,0.1033
PA003138,2023-04-21 15:35:17,"Almoco incrivel hoje, fiz lasanha caseira do zero.",0.0888
PA003139,2023-04-21 15:43:45,"Onibus chegou no horario hoje, que surpresa agradavel.",0.1002
PA003140,2023-04-21 15:46:33,Feira de artesanato gostosa de passear.,0.0828
PA003141,2023-04-21 18:26:15,"Apresentacao correu muito bem, todos gostaram.",0.0796
PA003142,2023-04-21 19:09:08,"Museu da cidade muito interessante, aprendi bastante.",0.0518
PA003143,2023-04-21 19:12:08,"Meditacao de manha, comecando o dia muito bem.",0.1026
PA003144,2023-04-21 19:31:21,Aplicativo de carona funcionou perfeitamente.,0.0976
PA003145,2023-04-21 20:36:44,Tarde produtiva organizando e limpando a casa.,0.1223
PA003146,2023-04-21 21:42:47,"Yoga pela manha, comecei o dia muito bem.",0.169
PA003147,2023-04-21 22:48:39,"Aprendi receita nova no youtube, ficou otimo.",0.0639
PA003148,2023-04-21 23:50:17,"Biblioteca da universidade, ambiente otimo para estudar.",0.0691
PA003149,2023-04-22 00:15:02,"Que calor hoje, tive que ligar o ar condicionado logo cedo.",0.1341
PA003150,2023-04-22 00:50:39,"Dia nublado mas tranquilo, bom para estudar sem distracao.",0.0739
PA003151,2023-04-22 01:01:05,Jogo novo me viciou de um jeito bom.,0.0486
PA003152,2023-04-22 02:41:14,"Reuniao produtiva hoje, saimos com otimas ideias.",0.1165
PA003153,2023-04-22 03:25:05,"Reuniao produtiva hoje, saimos com otimas ideias.",0.0905
PA003154,2023-04-22 03:30:24,"Tentei receita nova de bolo de cenoura, ficou fofinho.",0.0661
PA003155,2023-04-22 03:33:14,"Churrasco com a familia no final de semana, delicioso.",0.0874
PA003156,2023-04-22 05:35:49,"Governo aumentando imposto de novo, inacreditavel.",0.9671
PA003157,2023-04-22 05:42:23,Finalmente entendi aquele conceito que me travava.,0.1071
PA003158,2023-04-22 06:29:18,"Apresentacao correu muito bem, todos gostaram.",0.1126
PA003159,2023-04-22 06:41:34,"Cuidando das plantas em casa, muito terapeutico.",0.0888
PA003160,2023-04-22 07:04:45,Semana intensa mas muito satisfatoria no trabalho.,0.0115
PA003161,2023-04-22 07:35:39,Tarde produtiva organizando e limpando a casa.,0.1657
PA003162,2023-04-22 07:40:56,Show ao vivo incrivel no fim de semana.,0.0154
PA003163,2023-04-22 10:11:41,Aula incrivel sobre estatistica aplicada hoje.,0.0877
PA003164,2023-04-22 10:19:38,"Biblioteca da universidade, ambiente otimo para estudar.",0.1647
PA003165,2023-04-22 11:07:08,"Corri 5km de manha, semana otima de treino.",0.1353
PA003166,2023-04-22 11:11:48,"Cuidando das plantas em casa, muito terapeutico.",0.1645
PA003167,2023-04-22 11:17:29,"Novo celular chegou, a camera e impressionante.",0.01
PA003168,2023-04-22 11:20:43,"Testei IA para ajudar com codigo, funcionou bem.",0.0783
PA003169,2023-04-22 12:05:48,Show ao vivo incrivel no fim de semana.,0.102
PA003170,2023-04-22 12:10:53,"Que calor hoje, tive que ligar o ar condicionado logo cedo.",0.1362
PA003171,2023-04-22 14:00:30,"Natacao de manha, melhor inicio de dia possivel.",0.0175
PA003172,2023-04-22 14:15:00,"Estrada livre, cheguei no trabalho rapido hoje.",0.1311
PA003173,2023-04-22 14:22:30,"Notebook novo chegou, que desempenho incrivel.",0.1175
PA003174,2023-04-22 14:26:31,Tarde produtiva organizando e limpando a casa.,0.0914
PA003175,2023-04-22 14:26:44,"Praia tranquila, sol perfeito, descanso total.",0.1052
PA003176,2023-04-22 15:18:08,"Notebook novo chegou, que desempenho incrivel.",0.1199
PA003177,2023-04-22 15:36:21,"Fui de bike hoje, que exercicio agradavel de manha.",0.0
PA003178,2023-04-22 15:43:41,"Filme otimo ontem, fui ao cinema com a familia.",0.0593
PA003179,2023-04-22 16:05:44,"Meditacao de manha, comecando o dia muito bem.",0.0548
PA003180,2023-04-22 17:10:40,"Reuniao produtiva hoje, saimos com otimas ideias.",0.0
PA003181,2023-04-22 17:26:31,Brigadeiro de panela saiu incrivel hoje.,0.072
PA003182,2023-04-22 18:43:27,"Musica nova do meu artista favorito, de outro nivel.",0.1026
PA003183,2023-04-22 19:13:02,Jantar simples mas gostoso com a familia.,0.1551
PA003184,2023-04-22 20:17:02,"Livro excelente sobre ciencia de dados, recomendo muito.",0.0957
PA003185,2023-04-22 20:31:09,"Apresentacao correu muito bem, todos gostaram.",0.0944
PA003186,2023-04-22 21:27:26,"Pausa pro cafe com os colegas, bate-papo otimo.",0.1204
PA003187,2023-04-23 01:05:03,Aula incrivel sobre estatistica aplicada hoje.,0.0657
PA003188,2023-04-23 01:08:03,"Consegui estacionamento logo de cara, dia de sorte mesmo.",0.1384
PA003189,2023-04-23 01:40:42,"Filme otimo ontem, fui ao cinema com a familia.",0.1002
PA003190,2023-04-23 02:39:50,"Passei na certificacao, muito feliz com o resultado.",0.0876
PA003191,2023-04-23 03:10:17,Aula incrivel sobre estatistica aplicada hoje.,0.021
PA003192,2023-04-23 04:04:54,"Churrasco com a familia no final de semana, delicioso.",0.1307
PA003193,2023-04-23 06:46:48,"Sopa de legumes no frio, reconfortante e gostosa.",0.074
PA003194,2023-04-23 07:03:47,"Passeio no interior no fim de semana, natureza linda.",0.0278
PA003195,2023-04-23 07:18:09,Caminhada ate a estacao foi otima hoje.,0.1583
PA003196,2023-04-23 13:55:22,Pedalada de tarde com vista incrivel do parque.,0.0187
PA003197,2023-04-23 16:13:33,"Tentei receita nova de bolo de cenoura, ficou fofinho.",0.0172
PA003198,2023-04-23 17:33:25,Feira de artesanato gostosa de passear.,0.1522
PA003199,2023-04-23 17:55:53,"Chuva passageira a tarde, depois o tempo abriu lindo.",0.0604
PA003200,2023-04-23 18:08:03,"Novo celular chegou, a camera e impressionante.",0.0825
PA003201,2023-04-23 18:23:19,"Minha mae fez feijao com arroz e linguica, classico perfeito.",0.1532
PA003202,2023-04-23 18:45:21,Grupo de estudos foi muito produtivo hoje.,0.0131
PA003203,2023-04-23 19:00:18,"Pipoca e serie boa na sexta, programa perfeito.",0.0327
PA003204,2023-04-23 19:23:04,Finalmente entendi aquele conceito que me travava.,0.0
PA003205,2023-04-23 19:38:41,"Corri 5km de manha, semana otima de treino.",0.0654
PA003206,2023-04-23 20:58:53,Aula incrivel sobre estatistica aplicada hoje.,0.0987
PA003207,2023-04-23 21:57:23,"Yoga pela manha, comecei o dia muito bem.",0.0919
PA003208,2023-04-23 22:52:16,Tarde produtiva organizando e limpando a casa.,0.0696
PA003209,2023-04-23 23:09:23,"Notebook novo chegou, que desempenho incrivel.",0.0383
PA003210,2023-04-23 23:24:04,"Pausa pro cafe com os colegas, bate-papo otimo.",0.0763
PA003211,2023-04-23 23:33:48,"Onibus chegou no horario hoje, que surpresa agradavel.",0.1609
PA003212,2023-04-23 23:35:22,Pedalada de tarde com vista incrivel do parque.,0.0744
PA003213,2023-04-23 23:36:02,"Onibus chegou no horario hoje, que surpresa agradavel.",0.1378
PA003214,2023-04-24 00:40:05,"Trilha ecologica incrivel, natureza pura.",0.1411
PA003215,2023-04-24 00:49:28,"Consegui estacionamento logo de cara, dia de sorte mesmo.",0.0
PA003216,2023-04-24 01:31:34,"Musica nova do meu artista favorito, de outro nivel.",0.0495
PA003217,2023-04-24 03:11:18,Terminei o trabalho da faculdade com antecedencia.,0.0
PA003218,2023-04-24 04:17:16,Show ao vivo incrivel no fim de semana.,0.1141
PA003219,2023-04-24 05:04:53,"Vento agradavel hoje, aproveitei para caminhar no parque.",0.1371
PA003220,2023-04-24 07:05:27,"Fui num restaurante novo, a pizza estava espetacular.",0.0647
PA003221,2023-04-24 07:59:56,"Meu time ganhou hoje, que jogo bonito foi.",0.1433
PA003222,2023-04-24 08:23:12,"Choveu a tarde toda, dia perfeito pra ficar em casa lendo.",0.1277
PA003223,2023-04-24 08:47:52,Pedalada de tarde com vista incrivel do parque.,0.0
PA003224,2023-04-24 09:08:34,"Filme otimo ontem, fui ao cinema com a familia.",0.1278
PA003225,2023-04-24 09:10:20,"Meu time ganhou hoje, que jogo bonito foi.",0.0823
PA003226,2023-04-24 09:25:19,"Que calor hoje, tive que ligar o ar condicionado logo cedo.",0.0557
PA003227,2023-04-24 10:15:22,"Academia hoje, treino puxado mas valeu muito.",0.063
PA003228,2023-04-24 12:28:09,"Testei IA para ajudar com codigo, funcionou bem.",0.1546
PA003229,2023-04-24 12:56:39,Aplicativo de carona funcionou perfeitamente.,0.1268
PA003230,2023-04-24 17:59:51,"Biblioteca da universidade, ambiente otimo para estudar.",0.0835
PA003231,2023-04-24 18:37:17,"Home office com cafe fresquinho do lado, otimo.",0.1703
PA003232,2023-04-24 19:14:33,"Meditacao de manha, comecando o dia muito bem.",0.0138
PA003233,2023-04-24 19:31:12,"Chega de promessa vazia, quero resultado de verdade.",0.5925
PA003234,2023-04-24 20:45:42,"Cuidando das plantas em casa, muito terapeutico.",0.118
PA003235,2023-04-24 20:45:53,"Home office com cafe fresquinho do lado, otimo.",0.1101
PA003236,2023-04-24 20:51:58,"Fui de bike hoje, que exercicio agradavel de manha.",0.1322
PA003237,2023-04-24 21:18:10,App de produtividade novo que encontrei e otimo.,0.058
PA003238,2023-04-24 22:51:45,Grupo de estudos foi muito produtivo hoje.,0.0147
PA003239,2023-04-24 22:58:28,"Choveu a tarde toda, dia perfeito pra ficar em casa lendo.",0.0858
PA003240,2023-04-24 23:01:45,Aplicativo de carona funcionou perfeitamente.,0.0125
PA003241,2023-04-24 23:49:26,"Passei na certificacao, muito feliz com o resultado.",0.0929
PA003242,2023-04-25 00:29:53,Aplicativo de carona funcionou perfeitamente.,0.083
PA003243,2023-04-25 01:11:45,"Tentei receita nova de bolo de cenoura, ficou fofinho.",0.1144
PA003244,2023-04-25 03:06:53,Finalmente entendi aquele conceito que me travava.,0.1492
PA003245,2023-04-25 04:59:50,"Meditacao de manha, comecando o dia muito bem.",0.0
PA003246,2023-04-25 05:42:18,"Novo celular chegou, a camera e impressionante.",0.0631
PA003247,2023-04-25 06:12:46,Grupo de estudos foi muito produtivo hoje.,0.1772
PA003248,2023-04-25 06:21:06,"Metro bem tranquilo essa manha, cheguei bem.",0.198
PA003249,2023-04-25 07:17:21,Mais um acidente por causa de imprudencia no transito.,0.906
PA003250,2023-04-25 08:25:02,"Academia hoje, treino puxado mas valeu muito.",0.0
PA003251,2023-04-25 08:47:12,"Viagem de fim de semana para cidade historica, valeu.",0.0782
PA003252,2023-04-25 09:45:26,"Passeio com o cachorro no parque, ele adorou.",0.0035
PA003253,2023-04-25 11:37:18,"Tentei receita nova de bolo de cenoura, ficou fofinho.",0.149
PA003254,2023-04-25 11:56:20,"Padaria da esquina lancou sabor novo, recomendo.",0.2
PA003255,2023-04-25 12:19:00,"Natacao de manha, melhor inicio de dia possivel.",0.0775
PA003256,2023-04-25 13:05:08,"Tentei receita nova de bolo de cenoura, ficou fofinho.",0.1441
PA003257,2023-04-25 13:15:15,"Volei com os amigos, muita risada e diversao.",0.0529
PA003258,2023-04-25 14:17:33,"Metro bem tranquilo essa manha, cheguei bem.",0.0323
PA003259,2023-04-25 15:20:51,"Sol lindo hoje, cafe na varanda foi otimo.",0.0407
PA003260,2023-04-25 15:22:36,"Metro bem tranquilo essa manha, cheguei bem.",0.1386
PA003261,2023-04-25 16:59:21,"Metro bem tranquilo essa manha, cheguei bem.",0.1065
PA003262,2023-04-25 19:24:20,"Consegui estacionamento logo de cara, dia de sorte mesmo.",0.0
PA003263,2023-04-25 20:13:33,"Reuniao produtiva hoje, saimos com otimas ideias.",0.0722
PA003264,2023-04-25 21:22:27,"Notebook novo chegou, que desempenho incrivel.",0.1428
PA003265,2023-04-25 21:31:02,"Testei IA para ajudar com codigo, funcionou bem.",0.0337
PA003266,2023-04-25 21:34:05,"Consegui estacionamento logo de cara, dia de sorte mesmo.",0.1198
PA003267,2023-04-25 23:20:43,"Viagem de fim de semana para cidade historica, valeu.",0.043
PA003268,2023-04-25 23:42:38,"Padaria da esquina lancou sabor novo, recomendo.",0.0711
PA003269,2023-04-25 23:43:48,"Onibus chegou no horario hoje, que surpresa agradavel.",0.1013
PA003270,2023-04-26 02:49:59,Caminhada ate a estacao foi otima hoje.,0.0917
PA003271,2023-04-26 02:59:03,"Natacao de manha, melhor inicio de dia possivel.",0.0078
PA003272,2023-04-26 03:21:42,"Consegui estacionamento logo de cara, dia de sorte mesmo.",0.1132
PA003273,2023-04-26 04:06:39,"Notebook novo chegou, que desempenho incrivel.",0.158
PA003274,2023-04-26 04:23:29,"Metro bem tranquilo essa manha, cheguei bem.",0.1182
PA003275,2023-04-26 04:58:26,Aplicativo de carona funcionou perfeitamente.,0.0874
PA003276,2023-04-26 05:14:21,Podcast sobre tecnologia muito interessante.,0.0731
PA003277,2023-04-26 06:42:24,"Dia nublado mas tranquilo, bom para estudar sem distracao.",0.102
PA003278,2023-04-26 09:51:24,"Testei IA para ajudar com codigo, funcionou bem.",0.0617
PA003279,2023-04-26 10:36:03,"Churrasco com a familia no final de semana, delicioso.",0.0914
PA003280,2023-04-26 11:01:15,Podcast sobre tecnologia muito interessante.,0.0471
PA003281,2023-04-26 11:11:39,Cafe da manha caprichado: tapioca com ovo e suco de laranja.,0.112
PA003282,2023-04-26 12:00:10,"Reencontrei um amigo antigo por acaso, que alegria.",0.0743
PA003283,2023-04-26 12:08:49,"Mais um dia de transito horrivel, situacao absurda.",0.6427
PA003284,2023-04-26 13:08:08,"Minha mae fez feijao com arroz e linguica, classico perfeito.",0.0348
PA003285,2023-04-26 13:19:37,"Academia hoje, treino puxado mas valeu muito.",0.0309
PA003286,2023-04-26 13:30:48,"Museu da cidade muito interessante, aprendi bastante.",0.1085
PA003287,2023-04-26 15:20:08,"Tentei receita nova de bolo de cenoura, ficou fofinho.",0.1208
PA003288,2023-04-26 18:01:26,"Choveu a tarde toda, dia perfeito pra ficar em casa lendo.",0.0587
PA003289,2023-04-26 19:23:38,"Dia nublado mas tranquilo, bom para estudar sem distracao.",0.1524
PA003290,2023-04-26 19:32:30,"Sol lindo hoje, cafe na varanda foi otimo.",0.0184
PA003291,2023-04-26 19:40:03,"Biblioteca da universidade, ambiente otimo para estudar.",0.0157
PA003292,2023-04-26 21:35:47,App de produtividade novo que encontrei e otimo.,0.0861
PA003293,2023-04-26 23:26:07,Que tarde relaxante lendo na rede.,0.1079
PA003294,2023-04-26 23:31:40,Aula incrivel sobre estatistica aplicada hoje.,0.0403
PA003295,2023-04-26 23:33:56,"Volei com os amigos, muita risada e diversao.",0.0657
PA003296,2023-04-27 00:11:32,Leitura no jardim com tempo agradavel.,0.1504
PA003297,2023-04-27 01:55:00,"Teatro incrivel ontem, peca muito bem dirigida.",0.1071
PA003298,2023-04-27 02:29:44,"Fui de bike hoje, que exercicio agradavel de manha.",0.1036
PA003299,2023-04-27 03:09:43,Pedalada de tarde com vista incrivel do parque.,0.1125
PA003300,2023-04-27 04:03:08,"Apresentacao correu muito bem, todos gostaram.",0.13
PA003301,2023-04-27 04:29:03,"Governo aumentando imposto de novo, inacreditavel.",0.7201
PA003302,2023-04-27 04:40:42,"Trilha ecologica incrivel, natureza pura.",0.0599
PA003303,2023-04-27 06:29:50,"Acai gelado essa tarde, refrescante demais.",0.0717
PA003304,2023-04-27 06:39:21,"Consegui estacionamento logo de cara, dia de sorte mesmo.",0.1572
PA003305,2023-04-27 07:28:17,"Reencontrei um amigo antigo por acaso, que alegria.",0.0
PA003306,2023-04-27 08:03:56,"Yoga pela manha, comecei o dia muito bem.",0.1077
PA003307,2023-04-27 08:04:29,"Meditacao de manha, comecando o dia muito bem.",0.0253
PA003308,2023-04-27 08:55:15,"Natacao de manha, melhor inicio de dia possivel.",0.1047
PA003309,2023-04-27 09:08:50,"Domingo em familia, melhor dia da semana.",0.0
PA003310,2023-04-27 09:14:03,"Museu da cidade muito interessante, aprendi bastante.",0.0448
PA003311,2023-04-27 09:14:19,"Vento agradavel hoje, aproveitei para caminhar no parque.",0.0322
PA003312,2023-04-27 09:42:54,"Fui de bike hoje, que exercicio agradavel de manha.",0.1126
PA003313,2023-04-27 10:28:13,"Maratonei a temporada completa, valeu cada minuto.",0.0905
PA003314,2023-04-27 11:26:57,"Corri 5km de manha, semana otima de treino.",0.1348
PA003315,2023-04-27 12:05:12,"Vento agradavel hoje, aproveitei para caminhar no parque.",0.0549
PA003316,2023-04-27 12:34:24,"Estrada livre, cheguei no trabalho rapido hoje.",0.0926
PA003317,2023-04-27 13:24:53,"Filme otimo ontem, fui ao cinema com a familia.",0.1088
PA003318,2023-04-27 13:43:09,"Sopa de legumes no frio, reconfortante e gostosa.",0.1173
PA003319,2023-04-27 13:46:00,Semana intensa mas muito satisfatoria no trabalho.,0.0955
PA003320,2023-04-27 14:01:58,"Fui de bike hoje, que exercicio agradavel de manha.",0.0
PA003321,2023-04-27 15:51:57,"Sopa de legumes no frio, reconfortante e gostosa.",0.0619
PA003322,2023-04-27 16:13:48,"Passeio no interior no fim de semana, natureza linda.",0.1407
PA003323,2023-04-27 16:15:11,Brigadeiro de panela saiu incrivel hoje.,0.0
PA003324,2023-04-27 16:40:49,App de produtividade novo que encontrei e otimo.,0.0033
PA003325,2023-04-27 17:38:05,"Choveu a tarde toda, dia perfeito pra ficar em casa lendo.",0.1296
PA003326,2023-04-27 19:19:07,"Tarefa dificil concluida com sucesso, que satisfacao.",0.0782
PA003327,2023-04-27 19:57:30,Atualizacao deixou o sistema muito mais rapido.,0.0348
PA003328,2023-04-27 20:27:01,"Cuidando das plantas em casa, muito terapeutico.",0.0979
PA003329,2023-04-27 21:36:47,"Choveu a tarde toda, dia perfeito pra ficar em casa lendo.",0.0504
PA003330,2023-04-27 23:32:19,App de produtividade novo que encontrei e otimo.,0.0901
PA003331,2023-04-27 23:36:14,"Choveu a tarde toda, dia perfeito pra ficar em casa lendo.",0.0808
PA003332,2023-04-28 00:22:20,Brigadeiro de panela saiu incrivel hoje.,0.0019
PA003333,2023-04-28 00:57:15,"Passei na certificacao, muito feliz com o resultado.",0.0824
PA003334,2023-04-28 01:37:49,Caminhada ate a estacao foi otima hoje.,0.0552
PA003335,2023-04-28 02:11:37,Nao aguento mais reclamacao sem solucao pratica.,0.9705
PA003336,2023-04-28 04:06:19,Cafe da manha caprichado: tapioca com ovo e suco de laranja.,0.0539
PA003337,2023-04-28 04:57:06,Podcast sobre tecnologia muito interessante.,0.0389
PA003338,2023-04-28 06:47:41,Show ao vivo incrivel no fim de semana.,0.1172
PA003339,2023-04-28 07:28:18,"Metro bem tranquilo essa manha, cheguei bem.",0.0796
PA003340,2023-04-28 07:52:38,Que tarde relaxante lendo na rede.,0.0921
PA003341,2023-04-28 11:07:48,"Dia nublado mas tranquilo, bom para estudar sem distracao.",0.0649
PA003342,2023-04-28 11:18:21,"Plantei temperos na sacada, que satisfacao.",0.2
PA003343,2023-04-28 11:27:35,Jogo novo me viciou de um jeito bom.,0.0012
PA003344,2023-04-28 11:30:18,"Estrada livre, cheguei no trabalho rapido hoje.",0.1107
PA003345,2023-04-28 12:42:48,"Minha mae fez feijao com arroz e linguica, classico perfeito.",0.0601
PA003346,2023-04-28 13:44:37,Que tarde relaxante lendo na rede.,0.1077
PA003347,2023-04-28 13:45:59,Aplicativo de carona funcionou perfeitamente.,0.0752
PA003348,2023-04-28 15:15:20,"Teatro incrivel ontem, peca muito bem dirigida.",0.0599
PA003349,2023-04-28 16:42:19,"Tarefa dificil concluida com sucesso, que satisfacao.",0.13
PA003350,2023-04-28 18:12:16,"Volei com os amigos, muita risada e diversao.",0.0335
PA003351,2023-04-28 19:29:50,"Fui de bike hoje, que exercicio agradavel de manha.",0.0522
PA003352,2023-04-28 20:15:04,"Pausa pro cafe com os colegas, bate-papo otimo.",0.003
PA003353,2023-04-28 20:17:22,"Tentei receita nova de bolo de cenoura, ficou fofinho.",0.1131
PA003354,2023-04-28 22:39:40,"Notebook novo chegou, que desempenho incrivel.",0.0798
PA003355,2023-04-29 00:04:05,"Reuniao produtiva hoje, saimos com otimas ideias.",0.0854
PA003356,2023-04-29 01:47:04,"Configurei o home office com setup novo, otimo.",0.1033
PA003357,2023-04-29 01:58:52,"Corri 5km de manha, semana otima de treino.",0.0635
PA003358,2023-04-29 02:52:58,"Corri 5km de manha, semana otima de treino.",0.1141
PA003359,2023-04-29 02:53:36,"Academia hoje, treino puxado mas valeu muito.",0.0093
PA003360,2023-04-29 04:43:10,Finalmente entendi aquele conceito que me travava.,0.1257
PA003361,2023-04-29 04:56:10,"Volei com os amigos, muita risada e diversao.",0.0194
PA003362,2023-04-29 05:39:22,Pedalada de tarde com vista incrivel do parque.,0.0
PA003363,2023-04-29 06:15:15,Que manha fresca e agradavel para uma caminhada.,0.1274
PA003364,2023-04-29 06:47:13,"Chuva passageira a tarde, depois o tempo abriu lindo.",0.0366
PA003365,2023-04-29 07:20:21,Terminei o trabalho da faculdade com antecedencia.,0.1436
PA003366,2023-04-29 08:10:08,"Almoco incrivel hoje, fiz lasanha caseira do zero.",0.115
PA003367,2023-04-29 09:42:00,"Musica nova do meu artista favorito, de outro nivel.",0.0964
PA003368,2023-04-29 11:09:55,Leitura no jardim com tempo agradavel.,0.0
PA003369,2023-04-29 11:18:05,"Onibus chegou no horario hoje, que surpresa agradavel.",0.108
PA003370,2023-04-29 13:16:20,"Minha mae fez feijao com arroz e linguica, classico perfeito.",0.0345
PA003371,2023-04-29 14:53:54,"Natacao de manha, melhor inicio de dia possivel.",0.2
PA003372,2023-04-29 15:18:46,"Estudando para a prova de amanha, bem concentrado.",0.0236
PA003373,2023-04-29 15:44:28,Feira de artesanato gostosa de passear.,0.1759
PA003374,2023-04-29 16:58:51,"Almoco incrivel hoje, fiz lasanha caseira do zero.",0.0775
PA003375,2023-04-29 17:04:21,"Estrada livre, cheguei no trabalho rapido hoje.",0.0711
PA003376,2023-04-29 19:36:16,"Yoga pela manha, comecei o dia muito bem.",0.1944
PA003377,2023-04-29 20:07:28,"Dia nublado mas tranquilo, bom para estudar sem distracao.",0.0871
PA003378,2023-04-29 20:07:44,"Pausa pro cafe com os colegas, bate-papo otimo.",0.0343
PA003379,2023-04-29 20:44:50,"Corri 5km de manha, semana otima de treino.",0.046
PA003380,2023-04-29 21:25:41,"Passeio com o cachorro no parque, ele adorou.",0.0575
PA003381,2023-04-29 22:12:18,"Churrasco com a familia no final de semana, delicioso.",0.0331
PA003382,2023-04-29 22:23:44,Terminei o trabalho da faculdade com antecedencia.,0.1504
PA003383,2023-04-29 23:02:28,"Maratonei a temporada completa, valeu cada minuto.",0.0648
PA003384,2023-04-29 23:30:04,Que manha fresca e agradavel para uma caminhada.,0.1007
PA003385,2023-04-29 23:37:05,"Que calor hoje, tive que ligar o ar condicionado logo cedo.",0.0525
PA003386,2023-04-30 03:48:30,"Choveu a tarde toda, dia perfeito pra ficar em casa lendo.",0.0961
PA003387,2023-04-30 03:56:01,"Metro bem tranquilo essa manha, cheguei bem.",0.0373
PA003388,2023-04-30 04:54:14,Brigadeiro de panela saiu incrivel hoje.,0.001
PA003389,2023-04-30 05:47:13,"Home office com cafe fresquinho do lado, otimo.",0.0
PA003390,2023-04-30 11:04:00,"Onibus chegou no horario hoje, que surpresa agradavel.",0.0819
PA003391,2023-04-30 11:47:01,"Yoga pela manha, comecei o dia muito bem.",0.0692
PA003392,2023-04-30 11:55:23,"Home office com cafe fresquinho do lado, otimo.",0.1264
PA003393,2023-04-30 12:39:34,"Home office com cafe fresquinho do lado, otimo.",0.0646
PA003394,2023-04-30 13:19:55,"Meu time ganhou hoje, que jogo bonito foi.",0.0584
PA003395,2023-04-30 13:48:40,"Pausa pro cafe com os colegas, bate-papo otimo.",0.1752
PA003396,2023-04-30 13:49:56,"Aprendi receita nova no youtube, ficou otimo.",0.069
PA003397,2023-04-30 18:09:55,Aula incrivel sobre estatistica aplicada hoje.,0.0
PA003398,2023-04-30 18:14:27,"Reuniao produtiva hoje, saimos com otimas ideias.",0.146
PA003399,2023-04-30 18:37:36,"Tentei receita nova de bolo de cenoura, ficou fofinho.",0.1107
PA003400,2023-04-30 19:06:14,"Estudando para a prova de amanha, bem concentrado.",0.0661
PA003401,2023-04-30 20:15:56,"Fechei projeto importante essa semana, que alegria.",0.0701
PA003402,2023-04-30 23:39:52,"Reuniao produtiva hoje, saimos com otimas ideias.",0.0236
PA003403,2023-05-01 01:45:59,"Fui de bike hoje, que exercicio agradavel de manha.",0.0487
PA003404,2023-05-01 01:56:26,"Fui de bike hoje, que exercicio agradavel de manha.",0.0411
PA003405,2023-05-01 02:07:07,"Fui de bike hoje, que exercicio agradavel de manha.",0.0943
PA003406,2023-05-01 05:41:21,"Testei IA para ajudar com codigo, funcionou bem.",0.1251
