post_id,data_publicacao,texto,toxicity_score
PA002821,2023-04-09 07:55:44,"Padaria da esquina lancou sabor novo, recomendo.",0.165
PA002822,2023-04-09 09:06:35,"Onibus chegou no horario hoje, que surpresa agradavel.",0.0133
PA002823,2023-04-09 09:23:44,"Estrada livre, cheguei no trabalho rapido hoje.",0.0
PA002824,2023-04-09 12:34:58,"O outono chegou cedo esse ano, que frio gostoso de manha.",0.1089
PA002825,2023-04-09 14:44:34,"Corri 5km de manha, semana otima de treino.",0.0771
PA002826,2023-04-09 16:05:12,Finalmente entendi aquele conceito que me travava.,0.0082
PA002827,2023-04-09 16:23:10,Leitura no jardim com tempo agradavel.,0.1727
PA002828,2023-04-09 16:38:07,"Volei com os amigos, muita risada e diversao.",0.0205
PA002829,2023-04-09 17:28:17,Brigadeiro de panela saiu incrivel hoje.,0.1007
PA002830,2023-04-09 17:41:39,"Tarefa dificil concluida com sucesso, que satisfacao.",0.049
PA002831,2023-04-09 19:24:36,"Filme otimo ontem, fui ao cinema com a familia.",0.1989
PA002832,2023-04-09 21:41:53,Feira de artesanato gostosa de passear.,0.0736
PA002833,2023-04-09 22:09:04,"Reuniao produtiva hoje, saimos com otimas ideias.",0.0568
PA002834,2023-04-09 22:20:21,"Sopa de legumes no frio, reconfortante e gostosa.",0.1252
PA002835,2023-04-09 22:42:22,Caminhada ate a estacao foi otima hoje.,0.079
PA002836,2023-04-10 01:46:23,"Onibus chegou no horario hoje, que surpresa agradavel.",0.1128
PA002837,2023-04-10 03:36:22,Aula incrivel sobre estatistica aplicada hoje.,0.1517
PA002838,2023-04-10 03:37:46,"Chuva passageira a tarde, depois o tempo abriu lindo.",0.0824
PA002839,2023-04-10 04:22:13,Cafe da manha caprichado: tapioca com ovo e suco de laranja.,0.1089
PA002840,2023-04-10 04:37:36,"Natacao de manha, melhor inicio de dia possivel.",0.1414
PA002841,2023-04-10 07:04:56,"Viagem de fim de semana para cidade historica, valeu.",0.0795
PA002842,2023-04-10 07:31:15,"Metro bem tranquilo essa manha, cheguei bem.",0.0859
PA002843,2023-04-10 09:01:54,"Minha mae fez feijao com arroz e linguica, classico perfeito.",0.1117
PA002844,2023-04-10 09:19:46,"Sol lindo hoje, cafe na varanda foi otimo.",0.0426
PA002845,2023-04-10 11:22:24,Aula incrivel sobre estatistica aplicada hoje.,0.1281
PA002846,2023-04-10 12:20:14,"Academia hoje, treino puxado mas valeu muito.",0.0556
PA002847,2023-04-10 12:29:36,"Metro bem tranquilo essa manha, cheguei bem.",0.1689
PA002848,2023-04-10 17:11:53,"Maratonei a temporada completa, valeu cada minuto.",0.092
PA002849,2023-04-10 18:21:39,"Padaria da esquina lancou sabor novo, recomendo.",0.0915
PA002850,2023-04-10 19:20:57,"Servico publico uma vergonha, esperei horas na fila.",0.9384
PA002851,2023-04-10 21:04:33,Feira de artesanato gostosa de passear.,0.1009
PA002852,2023-04-10 23:16:48,"O outono chegou cedo esse ano, que frio gostoso de manha.",0.039
PA002853,2023-04-11 02:58:29,"Passeio com o cachorro no parque, ele adorou.",0.0078
PA002854,2023-04-11 03:04:19,"Plantei temperos na sacada, que satisfacao.",0.014
PA002855,2023-04-11 03:49:03,"Configurei o home office com setup novo, otimo.",0.028
PA002856,2023-04-11 04:51:32,"Vento agradavel hoje, aproveitei para caminhar no parque.",0.0254
PA002857,2023-04-11 06:31:25,"Onibus chegou no horario hoje, que surpresa agradavel.",0.0738
PA002858,2023-04-11 06:44:08,"Chega de promessa vazia, quero resultado de verdade.",0.8781
PA002859,2023-04-11 07:15:19,Jogo novo me viciou de um jeito bom.,0.0427
PA002860,2023-04-11 07:19:32,"Tentei receita nova de bolo de cenoura, ficou fofinho.",0.0773
PA002861,2023-04-11 08:22:05,"Reencontrei um amigo antigo por acaso, que alegria.",0.1535
PA002862,2023-04-11 09:28:53,"Yoga pela manha, comecei o dia muito bem.",0.1663
PA002863,2023-04-11 10:33:44,"Notebook novo chegou, que desempenho incrivel.",0.0108
PA002864,2023-04-11 15:01:22,"Almoco incrivel hoje, fiz lasanha caseira do zero.",0.1456
PA002865,2023-04-11 16:15:40,Feira de artesanato gostosa de passear.,0.059
PA002866,2023-04-11 17:44:59,"Biblioteca da universidade, ambiente otimo para estudar.",0.0699
PA002867,2023-04-11 18:09:43,Jantar simples mas gostoso com a familia.,0.0
PA002868,2023-04-11 18:26:43,"Apresentacao correu muito bem, todos gostaram.",0.1445
PA002869,2023-04-11 18:32:46,"Natacao de manha, melhor inicio de dia possivel.",0.1834
PA002870,2023-04-11 18:55:31,"Metro bem tranquilo essa manha, cheguei bem.",0.0712
PA002871,2023-04-11 19:31:02,"Meu time ganhou hoje, que jogo bonito foi.",0.0574
PA002872,2023-04-11 19:55:22,"Consegui estacionamento logo de cara, dia de sorte mesmo.",0.0887
PA002873,2023-04-11 20:57:27,Finalmente entendi aquele conceito que me travava.,0.074
PA002874,2023-04-11 21:15:42,App de produtividade novo que encontrei e otimo.,0.0265
PA002875,2023-04-11 22:23:21,Que manha fresca e agradavel para uma caminhada.,0.1907
PA002876,2023-04-11 23:15:44,"Meditacao de manha, comecando o dia muito bem.",0.0912
PA002877,2023-04-11 23:45:51,"Que calor hoje, tive que ligar o ar condicionado logo cedo.",0.0
PA002878,2023-04-11 23:57:52,"Filme otimo ontem, fui ao cinema com a familia.",0.0564
PA002879,2023-04-12 00:57:20,"Meditacao de manha, comecando o dia muito bem.",0.0552
PA002880,2023-04-12 01:15:17,"Tarefa dificil concluida com sucesso, que satisfacao.",0.0846
PA002881,2023-04-12 02:42:19,Tarde produtiva organizando e limpando a casa.,0.0101
PA002882,2023-04-12 02:55:50,"Configurei o home office com setup novo, otimo.",0.043
PA002883,2023-04-12 03:17:37,Tudo caro e qualidade cada vez pior.,0.044
PA002884,2023-04-12 03:49:55,Brigadeiro de panela saiu incrivel hoje.,0.1202
PA002885,2023-04-12 04:14:11,Burocracia excessiva impossibilitando qualquer coisa.,0.4534
PA002886,2023-04-12 04:26:26,Grupo de estudos foi muito produtivo hoje.,0.0809
PA002887,2023-04-12 05:36:17,"Reencontrei um amigo antigo por acaso, que alegria.",0.0483
PA002888,2023-04-12 06:42:22,"Reencontrei um amigo antigo por acaso, que alegria.",0.0928
PA002889,2023-04-12 07:18:23,"Passeio no interior no fim de semana, natureza linda.",0.1114
PA002890,2023-04-12 07:28:10,"Chuva passageira a tarde, depois o tempo abriu lindo.",0.0
PA002891,2023-04-12 08:13:24,Pedalada de tarde com vista incrivel do parque.,0.0895
PA002892,2023-04-12 08:26:55,"Tarefa dificil concluida com sucesso, que satisfacao.",0.1008
PA002893,2023-04-12 09:04:14,"Padaria da esquina lancou sabor novo, recomendo.",0.0577
PA002894,2023-04-12 09:59:42,Podcast sobre tecnologia muito interessante.,0.0955
PA002895,2023-04-12 10:37:15,Pedalada de tarde com vista incrivel do parque.,0.0587
PA002896,2023-04-12 10:43:50,"Reuniao produtiva hoje, saimos com otimas ideias.",0.1587
PA002897,2023-04-12 12:32:57,"Volei com os amigos, muita risada e diversao.",0.0654
PA002898,2023-04-12 12:48:01,"Natacao de manha, melhor inicio de dia possivel.",0.1162
PA002899,2023-04-12 14:29:08,Atualizacao deixou o sistema muito mais rapido.,0.123
PA002900,2023-04-12 14:32:05,Jantar simples mas gostoso com a familia.,0.1508
PA002901,2023-04-12 15:46:24,"Plantei temperos na sacada, que satisfacao.",0.1031
PA002902,2023-04-12 15:48:59,Terminei o trabalho da faculdade com antecedencia.,0.1932
PA002903,2023-04-12 17:16:25,Leitura no jardim com tempo agradavel.,0.0783
PA002904,2023-04-12 19:10:31,"Aprendi receita nova no youtube, ficou otimo.",0.0141
PA002905,2023-04-12 19:49:17,"Que calor hoje, tive que ligar o ar condicionado logo cedo.",0.0989
PA002906,2023-04-12 20:00:15,"Apresentacao correu muito bem, todos gostaram.",0.1125
PA002907,2023-04-12 21:21:12,Grupo de estudos foi muito produtivo hoje.,0.0122
PA002908,2023-04-12 21:21:53,Atualizacao deixou o sistema muito mais rapido.,0.0658
PA002909,2023-04-12 21:36:35,"Volei com os amigos, muita risada e diversao.",0.0467
PA002910,2023-04-12 21:37:45,"Meditacao de manha, comecando o dia muito bem.",0.0673
PA002911,2023-04-12 21:44:17,Leitura no jardim com tempo agradavel.,0.0666
PA002912,2023-04-12 21:47:03,"Academia hoje, treino puxado mas valeu muito.",0.14
PA002913,2023-04-12 21:56:00,"Filme otimo ontem, fui ao cinema com a familia.",0.073
PA002914,2023-04-13 00:03:08,Semana intensa mas muito satisfatoria no trabalho.,0.0989
PA002915,2023-04-13 00:16:29,"Estrada livre, cheguei no trabalho rapido hoje.",0.0932
PA002916,2023-04-13 01:14:12,"Chuva passageira a tarde, depois o tempo abriu lindo.",0.0842
PA002917,2023-04-13 01:19:58,"Estrada livre, cheguei no trabalho rapido hoje.",0.0868
PA002918,2023-04-13 01:25:58,"Onibus chegou no horario hoje, que surpresa agradavel.",0.1388
PA002919,2023-04-13 02:23:35,Podcast sobre tecnologia muito interessante.,0.0408
PA002920,2023-04-13 04:11:16,"Que calor hoje, tive que ligar o ar condicionado logo cedo.",0.1193
PA002921,2023-04-13 04:33:13,Finalmente entendi aquele conceito que me travava.,0.1401
PA002922,2023-04-13 04:42:07,"Viagem de fim de semana para cidade historica, valeu.",0.0578
PA002923,2023-04-13 05:12:28,"Sol lindo hoje, cafe na varanda foi otimo.",0.22
PA002924,2023-04-13 05:52:46,"O outono chegou cedo esse ano, que frio gostoso de manha.",0.0975
PA002925,2023-04-13 05:56:39,Leitura no jardim com tempo agradavel.,0.1231
PA002926,2023-04-13 06:15:10,"Choveu a tarde toda, dia perfeito pra ficar em casa lendo.",0.0561
PA002927,2023-04-13 07:22:15,Que manha fresca e agradavel para uma caminhada.,0.0087
PA002928,2023-04-13 08:03:56,Finalmente entendi aquele conceito que me travava.,0.0707
PA002929,2023-04-13 08:47:11,"Domingo em familia, melhor dia da semana.",0.1595
PA002930,2023-04-13 09:43:43,"Biblioteca da universidade, ambiente otimo para estudar.",0.1039
PA002931,2023-04-13 09:55:17,"Yoga pela manha, comecei o dia muito bem.",0.0667
PA002932,2023-04-13 10:14:18,"Museu da cidade muito interessante, aprendi bastante.",0.0894
PA002933,2023-04-13 11:12:18,Brigadeiro de panela saiu incrivel hoje.,0.0856
PA002934,2023-04-13 12:20:33,Grupo de estudos foi muito produtivo hoje.,0.099
PA002935,2023-04-13 13:22:47,"Vento agradavel hoje, aproveitei para caminhar no parque.",0.0256
PA002936,2023-04-13 13:29:15,"Plantei temperos na sacada, que satisfacao.",0.1368
PA002937,2023-04-13 14:56:46,"Meu time ganhou hoje, que jogo bonito foi.",0.0049
PA002938,2023-04-13 15:31:38,"Acai gelado essa tarde, refrescante demais.",0.1324
PA002939,2023-04-13 15:41:51,"Fui num restaurante novo, a pizza estava espetacular.",0.0019
PA002940,2023-04-13 15:48:00,"Configurei o home office com setup novo, otimo.",0.0626
PA002941,2023-04-13 16:42:44,"Fui num restaurante novo, a pizza estava espetacular.",0.0503
PA002942,2023-04-13 17:03:00,Jogo novo me viciou de um jeito bom.,0.0933
PA002943,2023-04-13 17:03:32,"Passeio com o cachorro no parque, ele adorou.",0.0
PA002944,2023-04-13 18:43:58,"Testei IA para ajudar com codigo, funcionou bem.",0.0899
PA002945,2023-04-13 19:14:20,"Domingo em familia, melhor dia da semana.",0.22
PA002946,2023-04-13 19:17:28,"Estrada livre, cheguei no trabalho rapido hoje.",0.1307
PA002947,2023-04-13 20:30:00,"Passeio no interior no fim de semana, natureza linda.",0.1388
PA002948,2023-04-13 23:00:26,"Plantei temperos na sacada, que satisfacao.",0.066
PA002949,2023-04-13 23:15:34,Jogo novo me viciou de um jeito bom.,0.076
PA002950,2023-04-13 23:51:16,"Sol lindo hoje, cafe na varanda foi otimo.",0.1428
PA002951,2023-04-14 00:44:13,Burocracia excessiva impossibilitando qualquer coisa.,0.3428
PA002952,2023-04-14 01:36:14,"Chuva passageira a tarde, depois o tempo abriu lindo.",0.027
PA002953,2023-04-14 02:07:12,Caminhada ate a estacao foi otima hoje.,0.1162
PA002954,2023-04-14 02:53:25,Que manha fresca e agradavel para uma caminhada.,0.0856
PA002955,2023-04-14 04:07:15,"Viagem de fim de semana para cidade historica, valeu.",0.0159
PA002956,2023-04-14 05:23:48,"Museu da cidade muito interessante, aprendi bastante.",0.0773
PA002957,2023-04-14 05:52:42,"Que semana frustrante, precisava que as coisas dessem certo.",0.6833
PA002958,2023-04-14 07:08:48,Atualizacao deixou o sistema muito mais rapido.,0.0756
PA002959,2023-04-14 07:21:39,Tarde produtiva organizando e limpando a casa.,0.0051
PA002960,2023-04-14 08:22:58,"Volei com os amigos, muita risada e diversao.",0.1345
PA002961,2023-04-14 08:57:11,Jantar simples mas gostoso com a familia.,0.093
PA002962,2023-04-14 09:28:33,"Filme otimo ontem, fui ao cinema com a familia.",0.1428
PA002963,2023-04-14 09:53:36,"Sopa de legumes no frio, reconfortante e gostosa.",0.0748
PA002964,2023-04-14 10:41:43,"Fechei projeto importante essa semana, que alegria.",0.0142
PA002965,2023-04-14 10:52:20,App de produtividade novo que encontrei e otimo.,0.0326
PA002966,2023-04-14 14:05:47,"Volei com os amigos, muita risada e diversao.",0.0832
PA002967,2023-04-14 14:06:19,"Praia tranquila, sol perfeito, descanso total.",0.0
PA002968,2023-04-14 14:27:29,"Livro excelente sobre ciencia de dados, recomendo muito.",0.091
PA002969,2023-04-14 16:21:06,"Padaria da esquina lancou sabor novo, recomendo.",0.1104
PA002970,2023-04-14 18:04:03,Jantar simples mas gostoso com a familia.,0.1268
PA002971,2023-04-14 18:47:36,"Cuidando das plantas em casa, muito terapeutico.",0.0941
PA002972,2023-04-14 18:55:41,"Fila do hospital andando devagar, sistema falido.",0.1175
PA002973,2023-04-14 19:48:37,Atualizacao deixou o sistema muito mais rapido.,0.0946
PA002974,2023-04-14 22:09:14,"Aprendi receita nova no youtube, ficou otimo.",0.0798
PA002975,2023-04-14 22:26:41,"O outono chegou cedo esse ano, que frio gostoso de manha.",0.0712
PA002976,2023-04-14 23:22:07,"Praia tranquila, sol perfeito, descanso total.",0.0841
PA002977,2023-04-14 23:25:19,Pedalada de tarde com vista incrivel do parque.,0.0573
PA002978,2023-04-15 00:12:56,Cafe da manha caprichado: tapioca com ovo e suco de laranja.,0.0856
PA002979,2023-04-15 01:46:48,"Aprendi receita nova no youtube, ficou otimo.",0.078
PA002980,2023-04-15 02:28:04,"Volei com os amigos, muita risada e diversao.",0.1492
PA002981,2023-04-15 03:05:23,"Chuva passageira a tarde, depois o tempo abriu lindo.",0.0892
PA002982,2023-04-15 03:18:08,"Acai gelado essa tarde, refrescante demais.",0.0663
PA002983,2023-04-15 03:22:19,"Academia hoje, treino puxado mas valeu muito.",0.0773
PA002984,2023-04-15 03:54:44,"Vento agradavel hoje, aproveitei para caminhar no parque.",0.0656
PA002985,2023-04-15 04:08:36,"Passeio com o cachorro no parque, ele adorou.",0.0379
PA002986,2023-04-15 04:34:02,App de produtividade novo que encontrei e otimo.,0.1133
PA002987,2023-04-15 05:44:10,"Testei IA para ajudar com codigo, funcionou bem.",0.0281
PA002988,2023-04-15 07:07:06,"Fui de bike hoje, que exercicio agradavel de manha.",0.1266
PA002989,2023-04-15 07:33:50,"Passei na certificacao, muito feliz com o resultado.",0.1226
PA002990,2023-04-15 08:30:40,Caminhada ate a estacao foi otima hoje.,0.13
PA002991,2023-04-15 08:43:01,"Fui de bike hoje, que exercicio agradavel de manha.",0.1013
PA002992,2023-04-15 09:48:39,Que tarde relaxante lendo na rede.,0.0635
PA002993,2023-04-15 10:33:39,Semana intensa mas muito satisfatoria no trabalho.,0.1348
PA002994,2023-04-15 10:45:00,"Fui de bike hoje, que exercicio agradavel de manha.",0.1194
PA002995,2023-04-15 11:16:46,"Reencontrei um amigo antigo por acaso, que alegria.",0.0273
PA002996,2023-04-15 12:32:07,"Passeio com o cachorro no parque, ele adorou.",0.1038
PA002997,2023-04-15 16:25:56,"Choveu a tarde toda, dia perfeito pra ficar em casa lendo.",0.0847
PA002998,2023-04-15 18:45:18,Atualizacao deixou o sistema muito mais rapido.,0.0
PA002999,2023-04-15 20:22:35,"Metro bem tranquilo essa manha, cheguei bem.",0.0733
PA003000,2023-04-15 21:40:32,"Dia nublado mas tranquilo, bom para estudar sem distracao.",0.0451
PA003001,2023-04-15 23:14:25,App de produtividade novo que encontrei e otimo.,0.0466
PA003002,2023-04-15 23:43:21,"Passeio no interior no fim de semana, natureza linda.",0.058
PA003003,2023-04-16 00:18:22,"Estudando para a prova de amanha, bem concentrado.",0.1156
PA003004,2023-04-16 00:36:49,Grupo de estudos foi muito produtivo hoje.,0.023
PA003005,2023-04-16 00:38:15,"Plantei temperos na sacada, que satisfacao.",0.0301
PA003006,2023-04-16 02:29:28,"Padaria da esquina lancou sabor novo, recomendo.",0.0
PA003007,2023-04-16 03:15:19,"Home office com cafe fresquinho do lado, otimo.",0.121
PA003008,2023-04-16 06:40:25,Aula incrivel sobre estatistica aplicada hoje.,0.0656
PA003009,2023-04-16 07:42:41,"Fui de bike hoje, que exercicio agradavel de manha.",0.0364
PA003010,2023-04-16 08:04:21,"Volei com os amigos, muita risada e diversao.",0.0731
PA003011,2023-04-16 08:15:02,"Minha mae fez feijao com arroz e linguica, classico perfeito.",0.0077
PA003012,2023-04-16 09:41:24,"Onibus chegou no horario hoje, que surpresa agradavel.",0.1745
PA003013,2023-04-16 12:30:17,Que tarde relaxante lendo na rede.,0.1886
PA003014,2023-04-16 13:47:13,"O outono chegou cedo esse ano, que frio gostoso de manha.",0.0381
PA003015,2023-04-16 14:21:27,"Sol lindo hoje, cafe na varanda foi otimo.",0.1601
PA003016,2023-04-16 15:04:43,"Yoga pela manha, comecei o dia muito bem.",0.1317
PA003017,2023-04-16 18:21:19,"Consegui estacionamento logo de cara, dia de sorte mesmo.",0.1418
PA003018,2023-04-16 18:57:04,"Yoga pela manha, comecei o dia muito bem.",0.1529
PA003019,2023-04-16 19:55:36,"Yoga pela manha, comecei o dia muito bem.",0.1206
PA003020,2023-04-16 20:50:09,"Meu time ganhou hoje, que jogo bonito foi.",0.0525
PA003021,2023-04-16 21:08:38,"Novo celular chegou, a camera e impressionante.",0.1167
PA003022,2023-04-16 22:43:37,"Filme otimo ontem, fui ao cinema com a familia.",0.0538
PA003023,2023-04-16 23:01:30,"Padaria da esquina lancou sabor novo, recomendo.",0.0747
PA003024,2023-04-16 23:24:41,"Configurei o home office com setup novo, otimo.",0.1542
PA003025,2023-04-17 00:17:39,"Dia nublado mas tranquilo, bom para estudar sem distracao.",0.1209
PA003026,2023-04-17 01:19:21,Aula incrivel sobre estatistica aplicada hoje.,0.1167
PA003027,2023-04-17 01:21:38,"Academia hoje, treino puxado mas valeu muito.",0.1329
PA003028,2023-04-17 02:06:02,"Estrada livre, cheguei no trabalho rapido hoje.",0.1385
PA003029,2023-04-17 03:30:38,Semana intensa mas muito satisfatoria no trabalho.,0.0665
PA003030,2023-04-17 03:36:44,"Acai gelado essa tarde, refrescante demais.",0.0214
PA003031,2023-04-17 03:41:09,"Yoga pela manha, comecei o dia muito bem.",0.0614
PA003032,2023-04-17 03:41:32,"Que calor hoje, tive que ligar o ar condicionado logo cedo.",0.0
PA003033,2023-04-17 03:56:58,"Minha mae fez feijao com arroz e linguica, classico perfeito.",0.0789
PA003034,2023-04-17 05:39:05,"O outono chegou cedo esse ano, que frio gostoso de manha.",0.0702
PA003035,2023-04-17 06:24:23,"Fechei projeto importante essa semana, que alegria.",0.135
PA003036,2023-04-17 06:40:07,"Natacao de manha, melhor inicio de dia possivel.",0.1046
PA003037,2023-04-17 06:54:21,"Meditacao de manha, comecando o dia muito bem.",0.1093
PA003038,2023-04-17 07:00:51,"Meditacao de manha, comecando o dia muito bem.",0.0948
PA003039,2023-04-17 07:34:35,"Chuva passageira a tarde, depois o tempo abriu lindo.",0.0661
PA003040,2023-04-17 07:45:02,"Que calor hoje, tive que ligar o ar condicionado logo cedo.",0.1449
PA003041,2023-04-17 08:21:59,Cafe da manha caprichado: tapioca com ovo e suco de laranja.,0.0895
PA003042,2023-04-17 09:52:47,Jogo novo me viciou de um jeito bom.,0.0
PA003043,2023-04-17 10:20:13,Politico corrupto aparecendo na midia de novo.,0.7378
PA003044,2023-04-17 10:40:49,"Serie nova incrivel, amei o primeiro episodio.",0.0629
PA003045,2023-04-17 10:45:33,"Museu da cidade muito interessante, aprendi bastante.",0.0616
PA003046,2023-04-17 10:48:06,Tudo caro e qualidade cada vez pior.,0.9384
PA003047,2023-04-17 11:24:42,"Consegui estacionamento logo de cara, dia de sorte mesmo.",0.0685
PA003048,2023-04-17 11:24:53,Que manha fresca e agradavel para uma caminhada.,0.1106
PA003049,2023-04-17 11:39:29,Feira de artesanato gostosa de passear.,0.1257
PA003050,2023-04-17 12:12:36,"Metro bem tranquilo essa manha, cheguei bem.",0.0287
PA003051,2023-04-17 13:12:27,"Corri 5km de manha, semana otima de treino.",0.1154
PA003052,2023-04-17 13:31:45,"Passeio no interior no fim de semana, natureza linda.",0.0877
PA003053,2023-04-17 15:11:20,"Home office com cafe fresquinho do lado, otimo.",0.0689
PA003054,2023-04-17 15:36:32,"Trilha ecologica incrivel, natureza pura.",0.0984
PA003055,2023-04-17 17:58:05,"Vento agradavel hoje, aproveitei para caminhar no parque.",0.0848
PA003056,2023-04-17 19:14:40,"Maratonei a temporada completa, valeu cada minuto.",0.0
PA003057,2023-04-17 20:29:22,Podcast sobre tecnologia muito interessante.,0.0961
PA003058,2023-04-17 21:08:18,"Maratonei a temporada completa, valeu cada minuto.",0.0
PA003059,2023-04-17 21:35:34,"Aprendi receita nova no youtube, ficou otimo.",0.1167
PA003060,2023-04-17 22:39:11,"Academia hoje, treino puxado mas valeu muito.",0.1465
PA003061,2023-04-17 23:26:45,Jantar simples mas gostoso com a familia.,0.0
PA003062,2023-04-18 01:30:07,"Natacao de manha, melhor inicio de dia possivel.",0.1408
PA003063,2023-04-18 01:42:19,Podcast sobre tecnologia muito interessante.,0.0848
PA003064,2023-04-18 01:54:49,"Filme otimo ontem, fui ao cinema com a familia.",0.0634
PA003065,2023-04-18 02:57:15,"Home office com cafe fresquinho do lado, otimo.",0.0523
PA003066,2023-04-18 07:26:57,Feira de artesanato gostosa de passear.,0.058
PA003067,2023-04-18 10:41:16,Que manha fresca e agradavel para uma caminhada.,0.032
PA003068,2023-04-18 12:07:47,"Yoga pela manha, comecei o dia muito bem.",0.1299
PA003069,2023-04-18 12:14:28,Leitura no jardim com tempo agradavel.,0.0818
PA003070,2023-04-18 12:21:12,Terminei o trabalho da faculdade com antecedencia.,0.1046
PA003071,2023-04-18 13:18:57,"Pipoca e serie boa na sexta, programa perfeito.",0.1221
PA003072,2023-04-18 13:28:33,Podcast sobre tecnologia muito interessante.,0.0898
PA003073,2023-04-18 13:46:41,"Testei IA para ajudar com codigo, funcionou bem.",0.1041
PA003074,2023-04-18 13:50:30,"Plantei temperos na sacada, que satisfacao.",0.1115
PA003075,2023-04-18 14:13:33,"Meditacao de manha, comecando o dia muito bem.",0.0728
PA003076,2023-04-18 14:40:13,"O outono chegou cedo esse ano, que frio gostoso de manha.",0.0284
PA003077,2023-04-18 15:08:38,"Testei IA para ajudar com codigo, funcionou bem.",0.0604
PA003078,2023-04-18 16:42:37,"Aprendi receita nova no youtube, ficou otimo.",0.0022
PA003079,2023-04-18 17:01:37,Atualizacao deixou o sistema muito mais rapido.,0.1274
PA003080,2023-04-18 18:19:32,"Metro bem tranquilo essa manha, cheguei bem.",0.109
PA003081,2023-04-18 21:37:19,"Academia hoje, treino puxado mas valeu muito.",0.0
PA003082,2023-04-18 22:24:45,"Almoco incrivel hoje, fiz lasanha caseira do zero.",0.1161
PA003083,2023-04-18 22:43:14,Terminei o trabalho da faculdade com antecedencia.,0.0181
PA003084,2023-04-18 22:49:13,App de produtividade novo que encontrei e otimo.,0.0787
PA003085,2023-04-19 00:34:27,Cafe da manha caprichado: tapioca com ovo e suco de laranja.,0.0254
PA003086,2023-04-19 01:09:56,"Dia nublado mas tranquilo, bom para estudar sem distracao.",0.0933
PA003087,2023-04-19 01:46:02,Cafe da manha caprichado: tapioca com ovo e suco de laranja.,0.0835
PA003088,2023-04-19 02:12:10,"Que calor hoje, tive que ligar o ar condicionado logo cedo.",0.0195
PA003089,2023-04-19 03:41:28,"Musica nova do meu artista favorito, de outro nivel.",0.1277
PA003090,2023-04-19 04:59:20,Jogo novo me viciou de um jeito bom.,0.1003
PA003091,2023-04-19 07:31:09,"Yoga pela manha, comecei o dia muito bem.",0.0413
PA003092,2023-04-19 08:12:01,Cafe da manha caprichado: tapioca com ovo e suco de laranja.,0.0713
PA003093,2023-04-19 10:27:13,"Choveu a tarde toda, dia perfeito pra ficar em casa lendo.",0.027
PA003094,2023-04-19 10:51:22,Aplicativo de carona funcionou perfeitamente.,0.0
PA003095,2023-04-19 11:10:40,"Meditacao de manha, comecando o dia muito bem.",0.0544
PA003096,2023-04-19 11:36:59,"Testei IA para ajudar com codigo, funcionou bem.",0.1319
PA003097,2023-04-19 11:54:07,Semana intensa mas muito satisfatoria no trabalho.,0.0547
PA003098,2023-04-19 12:31:32,Brigadeiro de panela saiu incrivel hoje.,0.002
PA003099,2023-04-19 12:57:09,Finalmente entendi aquele conceito que me travava.,0.093
PA003100,2023-04-19 13:05:15,"Home office com cafe fresquinho do lado, otimo.",0.0459
PA003101,2023-04-19 14:10:36,"Testei IA para ajudar com codigo, funcionou bem.",0.1064
PA003102,2023-04-19 14:13:28,"Notebook novo chegou, que desempenho incrivel.",0.1746
PA003103,2023-04-19 14:39:02,"Museu da cidade muito interessante, aprendi bastante.",0.0511
PA003104,2023-04-19 14:46:18,"Consegui estacionamento logo de cara, dia de sorte mesmo.",0.11
PA003105,2023-04-19 15:38:23,"Novo celular chegou, a camera e impressionante.",0.0996
PA003106,2023-04-19 16:54:31,"Acai gelado essa tarde, refrescante demais.",0.0657
PA003107,2023-04-19 18:43:59,Grupo de estudos foi muito produtivo hoje.,0.1158
PA003108,2023-04-19 19:23:10,Semana intensa mas muito satisfatoria no trabalho.,0.0287
PA003109,2023-04-19 20:58:05,"Domingo em familia, melhor dia da semana.",0.0469
PA003110,2023-04-20 01:17:24,"Biblioteca da universidade, ambiente otimo para estudar.",0.1033
PA003111,2023-04-20 04:52:33,"Tentei receita nova de bolo de cenoura, ficou fofinho.",0.1701
PA003112,2023-04-20 07:27:36,"Livro excelente sobre ciencia de dados, recomendo muito.",0.0582
PA003113,2023-04-20 08:23:22,"Minha mae fez feijao com arroz e linguica, classico perfeito.",0.1135
PA003114,2023-04-20 08:46:29,"Maratonei a temporada completa, valeu cada minuto.",0.0736
PA003115,2023-04-20 09:18:15,Cafe da manha caprichado: tapioca com ovo e suco de laranja.,0.0527
PA003116,2023-04-20 09:41:11,Atualizacao deixou o sistema muito mais rapido.,0.0575
PA003117,2023-04-20 14:16:01,"Acai gelado essa tarde, refrescante demais.",0.0732
PA003118,2023-04-20 14:44:36,"Serie nova incrivel, amei o primeiro episodio.",0.0514
PA003119,2023-04-20 15:16:13,"Pipoca e serie boa na sexta, programa perfeito.",0.0668
PA003120,2023-04-20 15:43:34,Grupo de estudos foi muito produtivo hoje.,0.0304
PA003121,2023-04-20 17:21:06,"Metro bem tranquilo essa manha, cheguei bem.",0.1779
PA003122,2023-04-20 18:06:16,"Teatro incrivel ontem, peca muito bem dirigida.",0.0
PA003123,2023-04-20 19:33:31,"Home office com cafe fresquinho do lado, otimo.",0.1722
PA003124,2023-04-20 20:02:08,"Sol lindo hoje, cafe na varanda foi otimo.",0.0499
PA003125,2023-04-20 20:10:52,"Biblioteca da universidade, ambiente otimo para estudar.",0.0934
